,lat,lon,country,rating,wait,distance_from_spot,text,country_group,original_lat,original_lon,feature,proximity,road_delete,road_distance,road_segment,geometry,feature_cluster,services_geometry,fuel_geometry,parking_geometry,port_geometry,service_corrected,fuel_corrected,parking_corrected,port_corrected,proximity_cluster,nearest_road,road_correction
113,51.0999934090384,13.735994696617098,DE,5.0,26.0,,"Quite a nice spot for going north or east. There is a bus stop where drivers can pull over safely. Waited 15 min 

―CuleXus (Hitchwiki), April 2011

Sehr guter Spot! Bin oft von Haltestelle Hellerberge nach Berlin gefahren und habe meist nicht länger als 30 Minuten gebraucht.

―Dynamo (Hitchwiki), July 2012

we (female-male) waited for 45 minutes to get a lift to görlitz/poland. i think its smarter to get off the bus a few stations earlier and ask people directly at the gas stations, that are also at thies road

―DerSchnecke (Hitchwiki), September 2012

To Berlin is this a very good place... did it three times and always got a lift

―Anonymous, March 2013

Best place for going to the direction of Berlin!


―Anonymous, July 2013

February, was cold. Standing just like that. You have no one to ask, but just standing. I got a ride to Bautzen (on the way to Wroclaw) fast. In 15min someone stopped. But I still would consider hiking from the shell station (more back in the city) better.
Regards, Lukas

―Anonymous, February 2014

1 hour 20 min waiting in the evening time 20.00-21.20 for a lone female. 

―Onioncat (Hitchwiki), July 2014

i (female) went in july, friday morning around 9 or 10 to poland. had a ""görlitz""-sign and waited for 1 hour til someone stopped and brought me to a big gas station.
still a very good spot. maybe it's better to have a sign saying only ""east""?

―Anonymous, August 2014

Good spot. Got a sign ""A4 Poland"" and got a ride to the german-polish border within 10 minutes.

―LaZubi (Hitchwiki), March 2015

I recommend this spot. Cars are going slowly because of lights and the traffic is huge. Easy way to get into motorway. For a couple 5min

―Tutus (Hitchwiki), May 2016

To Leipzig, was Easy, cause people can stop at bus stop....5-10 min waiting..


―Anonymous, August 2018

bus 81 stop Hellerberge - good heading for Berlin or Görlitz

―Anonymous",DE,51.0999934090384,13.7359946966171,,False,False,False,False,POINT (13.735994696617098 51.0999934090384),1,"POLYGON ((13.736264492717748 51.0999934090384, 13.73626319357578 51.09996696439614, 13.736259308661326 51.099940774430245, 13.736252875388233 51.099915091364394, 13.736243955712439 51.09989016254056, 13.7362326355353 51.099866228036944, 13.736219023876306 51.09984351835589, 13.736203251823177 51.09982225220405, 13.736185471269406 51.099802634386094, 13.736165853451444 51.09978485383232, 13.736144587299604 51.09976908177919, 13.736121877618553 51.0997554701202, 13.736097943114935 51.09974414994306, 13.736073014291101 51.099735230267264, 13.736047331225254 51.09972879699417, 13.736021141259357 51.099724912079715, 13.7359946966171 51.09972361293775, 13.735968251974843 51.099724912079715, 13.735942062008945 51.09972879699417, 13.735916378943099 51.099735230267264, 13.735891450119265 51.09974414994306, 13.735867515615647 51.0997554701202, 13.735844805934596 51.09976908177919, 13.735823539782755 51.09978485383232, 13.735803921964793 51.099802634386094, 13.735786141411022 51.09982225220405, 13.735770369357894 51.09984351835589, 13.7357567576989 51.099866228036944, 13.73574543752176 51.09989016254056, 13.735736517845966 51.099915091364394, 13.735730084572873 51.099940774430245, 13.73572619965842 51.09996696439614, 13.735724900516452 51.0999934090384, 13.73572619965842 51.10001985368066, 13.735730084572873 51.10004604364655, 13.735736517845966 51.1000717267124, 13.73574543752176 51.100096655536234, 13.7357567576989 51.10012059003985, 13.735770369357894 51.100143299720905, 13.735786141411022 51.100164565872745, 13.735803921964793 51.1001841836907, 13.735823539782755 51.10020196424448, 13.735844805934596 51.1002177362976, 13.735867515615647 51.100231347956594, 13.735891450119265 51.10024266813374, 13.735916378943099 51.10025158780953, 13.735942062008945 51.100258021082624, 13.735968251974843 51.10026190599708, 13.7359946966171 51.10026320513904, 13.736021141259357 51.10026190599708, 13.736047331225254 51.100258021082624, 13.736073014291101 51.10025158780953, 13.736097943114935 51.10024266813374, 13.736121877618553 51.100231347956594, 13.736144587299604 51.1002177362976, 13.736165853451444 51.10020196424448, 13.736185471269406 51.1001841836907, 13.736203251823177 51.100164565872745, 13.736219023876306 51.100143299720905, 13.7362326355353 51.10012059003985, 13.736243955712439 51.100096655536234, 13.736252875388233 51.1000717267124, 13.736259308661326 51.10004604364655, 13.73626319357578 51.10001985368066, 13.736264492717748 51.0999934090384))","POLYGON ((13.736264492717748 51.0999934090384, 13.73626319357578 51.09996696439614, 13.736259308661326 51.099940774430245, 13.736252875388233 51.099915091364394, 13.736243955712439 51.09989016254056, 13.7362326355353 51.099866228036944, 13.736219023876306 51.09984351835589, 13.736203251823177 51.09982225220405, 13.736185471269406 51.099802634386094, 13.736165853451444 51.09978485383232, 13.736144587299604 51.09976908177919, 13.736121877618553 51.0997554701202, 13.736097943114935 51.09974414994306, 13.736073014291101 51.099735230267264, 13.736047331225254 51.09972879699417, 13.736021141259357 51.099724912079715, 13.7359946966171 51.09972361293775, 13.735968251974843 51.099724912079715, 13.735942062008945 51.09972879699417, 13.735916378943099 51.099735230267264, 13.735891450119265 51.09974414994306, 13.735867515615647 51.0997554701202, 13.735844805934596 51.09976908177919, 13.735823539782755 51.09978485383232, 13.735803921964793 51.099802634386094, 13.735786141411022 51.09982225220405, 13.735770369357894 51.09984351835589, 13.7357567576989 51.099866228036944, 13.73574543752176 51.09989016254056, 13.735736517845966 51.099915091364394, 13.735730084572873 51.099940774430245, 13.73572619965842 51.09996696439614, 13.735724900516452 51.0999934090384, 13.73572619965842 51.10001985368066, 13.735730084572873 51.10004604364655, 13.735736517845966 51.1000717267124, 13.73574543752176 51.100096655536234, 13.7357567576989 51.10012059003985, 13.735770369357894 51.100143299720905, 13.735786141411022 51.100164565872745, 13.735803921964793 51.1001841836907, 13.735823539782755 51.10020196424448, 13.735844805934596 51.1002177362976, 13.735867515615647 51.100231347956594, 13.735891450119265 51.10024266813374, 13.735916378943099 51.10025158780953, 13.735942062008945 51.100258021082624, 13.735968251974843 51.10026190599708, 13.7359946966171 51.10026320513904, 13.736021141259357 51.10026190599708, 13.736047331225254 51.100258021082624, 13.736073014291101 51.10025158780953, 13.736097943114935 51.10024266813374, 13.736121877618553 51.100231347956594, 13.736144587299604 51.1002177362976, 13.736165853451444 51.10020196424448, 13.736185471269406 51.1001841836907, 13.736203251823177 51.100164565872745, 13.736219023876306 51.100143299720905, 13.7362326355353 51.10012059003985, 13.736243955712439 51.100096655536234, 13.736252875388233 51.1000717267124, 13.736259308661326 51.10004604364655, 13.73626319357578 51.10001985368066, 13.736264492717748 51.0999934090384))","POLYGON ((13.736264492717748 51.0999934090384, 13.73626319357578 51.09996696439614, 13.736259308661326 51.099940774430245, 13.736252875388233 51.099915091364394, 13.736243955712439 51.09989016254056, 13.7362326355353 51.099866228036944, 13.736219023876306 51.09984351835589, 13.736203251823177 51.09982225220405, 13.736185471269406 51.099802634386094, 13.736165853451444 51.09978485383232, 13.736144587299604 51.09976908177919, 13.736121877618553 51.0997554701202, 13.736097943114935 51.09974414994306, 13.736073014291101 51.099735230267264, 13.736047331225254 51.09972879699417, 13.736021141259357 51.099724912079715, 13.7359946966171 51.09972361293775, 13.735968251974843 51.099724912079715, 13.735942062008945 51.09972879699417, 13.735916378943099 51.099735230267264, 13.735891450119265 51.09974414994306, 13.735867515615647 51.0997554701202, 13.735844805934596 51.09976908177919, 13.735823539782755 51.09978485383232, 13.735803921964793 51.099802634386094, 13.735786141411022 51.09982225220405, 13.735770369357894 51.09984351835589, 13.7357567576989 51.099866228036944, 13.73574543752176 51.09989016254056, 13.735736517845966 51.099915091364394, 13.735730084572873 51.099940774430245, 13.73572619965842 51.09996696439614, 13.735724900516452 51.0999934090384, 13.73572619965842 51.10001985368066, 13.735730084572873 51.10004604364655, 13.735736517845966 51.1000717267124, 13.73574543752176 51.100096655536234, 13.7357567576989 51.10012059003985, 13.735770369357894 51.100143299720905, 13.735786141411022 51.100164565872745, 13.735803921964793 51.1001841836907, 13.735823539782755 51.10020196424448, 13.735844805934596 51.1002177362976, 13.735867515615647 51.100231347956594, 13.735891450119265 51.10024266813374, 13.735916378943099 51.10025158780953, 13.735942062008945 51.100258021082624, 13.735968251974843 51.10026190599708, 13.7359946966171 51.10026320513904, 13.736021141259357 51.10026190599708, 13.736047331225254 51.100258021082624, 13.736073014291101 51.10025158780953, 13.736097943114935 51.10024266813374, 13.736121877618553 51.100231347956594, 13.736144587299604 51.1002177362976, 13.736165853451444 51.10020196424448, 13.736185471269406 51.1001841836907, 13.736203251823177 51.100164565872745, 13.736219023876306 51.100143299720905, 13.7362326355353 51.10012059003985, 13.736243955712439 51.100096655536234, 13.736252875388233 51.1000717267124, 13.736259308661326 51.10004604364655, 13.73626319357578 51.10001985368066, 13.736264492717748 51.0999934090384))","POLYGON ((13.73608462865065 51.0999934090384, 13.736084195603327 51.09998459415765, 13.736082900631843 51.09997586416901, 13.736080756207478 51.09996730314706, 13.736077782982212 51.09995899353912, 13.736074009589833 51.099951015371246, 13.736069472370168 51.099943445477564, 13.736064215019125 51.09993635676028, 13.736058288167868 51.09992981748763, 13.736051748895214 51.09992389063637, 13.736044660177935 51.09991863328533, 13.73603709028425 51.09991409606567, 13.736029112116379 51.09991032267328, 13.736020802508433 51.09990734944802, 13.736012241486485 51.09990520502365, 13.736003511497852 51.09990391005217, 13.7359946966171 51.09990347700485, 13.735985881736347 51.09990391005217, 13.735977151747715 51.09990520502365, 13.735968590725767 51.09990734944802, 13.735960281117821 51.09991032267328, 13.735952302949949 51.09991409606567, 13.735944733056265 51.09991863328533, 13.735937644338986 51.09992389063637, 13.735931105066332 51.09992981748763, 13.735925178215075 51.09993635676028, 13.735919920864031 51.099943445477564, 13.735915383644366 51.099951015371246, 13.735911610251987 51.09995899353912, 13.735908637026721 51.09996730314706, 13.735906492602357 51.09997586416901, 13.735905197630872 51.09998459415765, 13.73590476458355 51.0999934090384, 13.735905197630872 51.10000222391915, 13.735906492602357 51.100010953907784, 13.735908637026721 51.100019514929734, 13.735911610251987 51.100027824537676, 13.735915383644366 51.10003580270555, 13.735919920864031 51.10004337259923, 13.735925178215075 51.10005046131651, 13.735931105066332 51.10005700058917, 13.735937644338986 51.100062927440426, 13.735944733056265 51.10006818479147, 13.735952302949949 51.10007272201113, 13.735960281117821 51.10007649540351, 13.735968590725767 51.10007946862878, 13.735977151747715 51.10008161305314, 13.735985881736347 51.100082908024625, 13.7359946966171 51.100083341071944, 13.736003511497852 51.100082908024625, 13.736012241486485 51.10008161305314, 13.736020802508433 51.10007946862878, 13.736029112116379 51.10007649540351, 13.73603709028425 51.10007272201113, 13.736044660177935 51.10006818479147, 13.736051748895214 51.100062927440426, 13.736058288167868 51.10005700058917, 13.736064215019125 51.10005046131651, 13.736069472370168 51.10004337259923, 13.736074009589833 51.10003580270555, 13.736077782982212 51.100027824537676, 13.736080756207478 51.100019514929734, 13.736082900631843 51.100010953907784, 13.736084195603327 51.10000222391915, 13.73608462865065 51.0999934090384))",,,,,83.0,25950234-334713764,
85,51.062233884824,13.855497837066702,DE,5.0,,,"Best place to hitchhike in direction to Radeberg. Never stood more than 5 min.

―Anonymous",DE,51.062233884824,13.8554978370667,,False,False,False,False,POINT (13.855497837066702 51.062233884824),77,"POLYGON ((13.855767633167348 51.062233884824, 13.85576633402538 51.062207440181744, 13.855762449110927 51.06218125021585, 13.855756015837834 51.06215556715, 13.85574709616204 51.06213063832617, 13.8557357759849 51.06210670382255, 13.855722164325906 51.062083994141496, 13.855706392272777 51.062062727989655, 13.855688611719007 51.0620431101717, 13.855668993901045 51.062025329617924, 13.855647727749204 51.0620095575648, 13.855625018068153 51.06199594590581, 13.855601083564535 51.06198462572866, 13.855576154740701 51.06197570605287, 13.855550471674855 51.06196927277978, 13.855524281708957 51.06196538786532, 13.8554978370667 51.06196408872336, 13.855471392424443 51.06196538786532, 13.855445202458545 51.06196927277978, 13.855419519392699 51.06197570605287, 13.855394590568865 51.06198462572866, 13.855370656065247 51.06199594590581, 13.855347946384196 51.0620095575648, 13.855326680232356 51.062025329617924, 13.855307062414393 51.0620431101717, 13.855289281860623 51.062062727989655, 13.855273509807494 51.062083994141496, 13.8552598981485 51.06210670382255, 13.855248577971361 51.06213063832617, 13.855239658295567 51.06215556715, 13.855233225022474 51.06218125021585, 13.85522934010802 51.062207440181744, 13.855228040966052 51.062233884824, 13.85522934010802 51.06226032946626, 13.855233225022474 51.062286519432156, 13.855239658295567 51.062312202498006, 13.855248577971361 51.06233713132184, 13.8552598981485 51.062361065825456, 13.855273509807494 51.06238377550651, 13.855289281860623 51.06240504165835, 13.855307062414393 51.06242465947631, 13.855326680232356 51.06244244003008, 13.855347946384196 51.06245821208321, 13.855370656065247 51.0624718237422, 13.855394590568865 51.062483143919344, 13.855419519392699 51.06249206359514, 13.855445202458545 51.06249849686823, 13.855471392424443 51.062502381782686, 13.8554978370667 51.06250368092465, 13.855524281708957 51.062502381782686, 13.855550471674855 51.06249849686823, 13.855576154740701 51.06249206359514, 13.855601083564535 51.062483143919344, 13.855625018068153 51.0624718237422, 13.855647727749204 51.06245821208321, 13.855668993901045 51.06244244003008, 13.855688611719007 51.06242465947631, 13.855706392272777 51.06240504165835, 13.855722164325906 51.06238377550651, 13.8557357759849 51.062361065825456, 13.85574709616204 51.06233713132184, 13.855756015837834 51.062312202498006, 13.855762449110927 51.062286519432156, 13.85576633402538 51.06226032946626, 13.855767633167348 51.062233884824))","POLYGON ((13.855767633167348 51.062233884824, 13.85576633402538 51.062207440181744, 13.855762449110927 51.06218125021585, 13.855756015837834 51.06215556715, 13.85574709616204 51.06213063832617, 13.8557357759849 51.06210670382255, 13.855722164325906 51.062083994141496, 13.855706392272777 51.062062727989655, 13.855688611719007 51.0620431101717, 13.855668993901045 51.062025329617924, 13.855647727749204 51.0620095575648, 13.855625018068153 51.06199594590581, 13.855601083564535 51.06198462572866, 13.855576154740701 51.06197570605287, 13.855550471674855 51.06196927277978, 13.855524281708957 51.06196538786532, 13.8554978370667 51.06196408872336, 13.855471392424443 51.06196538786532, 13.855445202458545 51.06196927277978, 13.855419519392699 51.06197570605287, 13.855394590568865 51.06198462572866, 13.855370656065247 51.06199594590581, 13.855347946384196 51.0620095575648, 13.855326680232356 51.062025329617924, 13.855307062414393 51.0620431101717, 13.855289281860623 51.062062727989655, 13.855273509807494 51.062083994141496, 13.8552598981485 51.06210670382255, 13.855248577971361 51.06213063832617, 13.855239658295567 51.06215556715, 13.855233225022474 51.06218125021585, 13.85522934010802 51.062207440181744, 13.855228040966052 51.062233884824, 13.85522934010802 51.06226032946626, 13.855233225022474 51.062286519432156, 13.855239658295567 51.062312202498006, 13.855248577971361 51.06233713132184, 13.8552598981485 51.062361065825456, 13.855273509807494 51.06238377550651, 13.855289281860623 51.06240504165835, 13.855307062414393 51.06242465947631, 13.855326680232356 51.06244244003008, 13.855347946384196 51.06245821208321, 13.855370656065247 51.0624718237422, 13.855394590568865 51.062483143919344, 13.855419519392699 51.06249206359514, 13.855445202458545 51.06249849686823, 13.855471392424443 51.062502381782686, 13.8554978370667 51.06250368092465, 13.855524281708957 51.062502381782686, 13.855550471674855 51.06249849686823, 13.855576154740701 51.06249206359514, 13.855601083564535 51.062483143919344, 13.855625018068153 51.0624718237422, 13.855647727749204 51.06245821208321, 13.855668993901045 51.06244244003008, 13.855688611719007 51.06242465947631, 13.855706392272777 51.06240504165835, 13.855722164325906 51.06238377550651, 13.8557357759849 51.062361065825456, 13.85574709616204 51.06233713132184, 13.855756015837834 51.062312202498006, 13.855762449110927 51.062286519432156, 13.85576633402538 51.06226032946626, 13.855767633167348 51.062233884824))","POLYGON ((13.855767633167348 51.062233884824, 13.85576633402538 51.062207440181744, 13.855762449110927 51.06218125021585, 13.855756015837834 51.06215556715, 13.85574709616204 51.06213063832617, 13.8557357759849 51.06210670382255, 13.855722164325906 51.062083994141496, 13.855706392272777 51.062062727989655, 13.855688611719007 51.0620431101717, 13.855668993901045 51.062025329617924, 13.855647727749204 51.0620095575648, 13.855625018068153 51.06199594590581, 13.855601083564535 51.06198462572866, 13.855576154740701 51.06197570605287, 13.855550471674855 51.06196927277978, 13.855524281708957 51.06196538786532, 13.8554978370667 51.06196408872336, 13.855471392424443 51.06196538786532, 13.855445202458545 51.06196927277978, 13.855419519392699 51.06197570605287, 13.855394590568865 51.06198462572866, 13.855370656065247 51.06199594590581, 13.855347946384196 51.0620095575648, 13.855326680232356 51.062025329617924, 13.855307062414393 51.0620431101717, 13.855289281860623 51.062062727989655, 13.855273509807494 51.062083994141496, 13.8552598981485 51.06210670382255, 13.855248577971361 51.06213063832617, 13.855239658295567 51.06215556715, 13.855233225022474 51.06218125021585, 13.85522934010802 51.062207440181744, 13.855228040966052 51.062233884824, 13.85522934010802 51.06226032946626, 13.855233225022474 51.062286519432156, 13.855239658295567 51.062312202498006, 13.855248577971361 51.06233713132184, 13.8552598981485 51.062361065825456, 13.855273509807494 51.06238377550651, 13.855289281860623 51.06240504165835, 13.855307062414393 51.06242465947631, 13.855326680232356 51.06244244003008, 13.855347946384196 51.06245821208321, 13.855370656065247 51.0624718237422, 13.855394590568865 51.062483143919344, 13.855419519392699 51.06249206359514, 13.855445202458545 51.06249849686823, 13.855471392424443 51.062502381782686, 13.8554978370667 51.06250368092465, 13.855524281708957 51.062502381782686, 13.855550471674855 51.06249849686823, 13.855576154740701 51.06249206359514, 13.855601083564535 51.062483143919344, 13.855625018068153 51.0624718237422, 13.855647727749204 51.06245821208321, 13.855668993901045 51.06244244003008, 13.855688611719007 51.06242465947631, 13.855706392272777 51.06240504165835, 13.855722164325906 51.06238377550651, 13.8557357759849 51.062361065825456, 13.85574709616204 51.06233713132184, 13.855756015837834 51.062312202498006, 13.855762449110927 51.062286519432156, 13.85576633402538 51.06226032946626, 13.855767633167348 51.062233884824))","POLYGON ((13.85558776910025 51.062233884824, 13.855587336052928 51.06222506994325, 13.855586041081443 51.06221633995462, 13.855583896657079 51.06220777893267, 13.855580923431813 51.062199469324725, 13.855577150039434 51.06219149115685, 13.855572612819769 51.06218392126317, 13.855567355468725 51.06217683254589, 13.855561428617468 51.06217029327323, 13.855554889344814 51.062164366421975, 13.855547800627535 51.06215910907093, 13.855540230733851 51.06215457185127, 13.855532252565979 51.06215079845889, 13.855523942958033 51.06214782523362, 13.855515381936085 51.06214568080926, 13.855506651947453 51.062144385837776, 13.8554978370667 51.06214395279046, 13.855489022185948 51.062144385837776, 13.855480292197315 51.06214568080926, 13.855471731175367 51.06214782523362, 13.855463421567421 51.06215079845889, 13.85545544339955 51.06215457185127, 13.855447873505865 51.06215910907093, 13.855440784788586 51.062164366421975, 13.855434245515932 51.06217029327323, 13.855428318664675 51.06217683254589, 13.855423061313632 51.06218392126317, 13.855418524093967 51.06219149115685, 13.855414750701588 51.062199469324725, 13.855411777476322 51.06220777893267, 13.855409633051957 51.06221633995462, 13.855408338080473 51.06222506994325, 13.85540790503315 51.062233884824, 13.855408338080473 51.062242699704754, 13.855409633051957 51.06225142969339, 13.855411777476322 51.06225999071534, 13.855414750701588 51.06226830032328, 13.855418524093967 51.062276278491154, 13.855423061313632 51.06228384838484, 13.855428318664675 51.06229093710212, 13.855434245515932 51.06229747637477, 13.855440784788586 51.06230340322603, 13.855447873505865 51.062308660577074, 13.85545544339955 51.06231319779673, 13.855463421567421 51.06231697118912, 13.855471731175367 51.062319944414384, 13.855480292197315 51.06232208883875, 13.855489022185948 51.06232338381023, 13.8554978370667 51.06232381685755, 13.855506651947453 51.06232338381023, 13.855515381936085 51.06232208883875, 13.855523942958033 51.062319944414384, 13.855532252565979 51.06231697118912, 13.855540230733851 51.06231319779673, 13.855547800627535 51.062308660577074, 13.855554889344814 51.06230340322603, 13.855561428617468 51.06229747637477, 13.855567355468725 51.06229093710212, 13.855572612819769 51.06228384838484, 13.855577150039434 51.062276278491154, 13.855580923431813 51.06226830032328, 13.855583896657079 51.06225999071534, 13.855586041081443 51.06225142969339, 13.855587336052928 51.062242699704754, 13.85558776910025 51.062233884824))",,,,,97.0,705464210-31353296,
