id,lat,lon,wait
0,48.03874345549915,17.1602668762193,15.0
1,48.80868000165281,9.047357395360743,2.0
2,51.7286297026218,5.47496795654297,24.0
3,67.25992952716211,15.407488346099855,15.0
4,63.91927492678773,11.432919565808731,15.0
5,33.229965484653846,-96.6321910022757,240.0
6,46.48716471219504,15.661277612857427,75.0
7,44.11864500923617,3.069807529449353,30.0
8,51.4042322845621,5.50146818161011,1.0
9,51.7771608301828,5.25768756866455,13.0
10,55.545644051190656,12.216818928719755,40.0
11,46.0770859676396,11.1104607582092,20.0
12,53.94823493105,27.425960540788,15.0
13,51.50853903892445,7.544815778732187,30.0
14,50.003298266766,5.68332195281982,33.0
15,19.441432673616227,102.42041212519204,30.0
16,50.008776738966,14.545544385909,26.0
17,39.68918667620492,-123.48301827907564,3.0
18,46.833121051118574,15.547596216201784,10.0
19,53.81896721281091,22.9638939499848,240.0
20,51.79124647793852,-4.072274565410626,35.0
21,45.472993886471,17.649330139159307,120.0
22,50.1156369643422,8.61216276884079,34.0
23,58.99482781892336,5.651095747947851,18.0
24,38.32940758083898,-3.545244097709915,5.0
25,51.26381167940457,12.463160991669389,20.0
26,63.1806807612375,14.690694808959964,40.0
27,55.9566752771606,23.342347741127,20.0
28,48.967128815814206,17.861417770385817,15.0
29,28.97812510717861,-13.545050382613688,20.0
30,47.7891853073549,22.8840279579163,30.0
31,43.40129994690855,-3.437652181326119,40.0
32,59.77053010267991,12.379051350098058,2.0
33,52.5596165449558,13.4287691116333,13.0
34,61.92857218351202,17.215699123917148,70.0
35,53.2922297719227,-9.01868641376495,5.0
36,49.6768866633988,12.5985771417618,30.0
37,51.4948977403203,9.87680554389954,20.0
38,42.00137388870773,21.49312877655047,13.666666666666666
39,45.2792350406617,5.62285423278809,18.0
40,47.33045756795268,9.230063796042916,20.0
41,47.80336592971677,11.086211442945809,5.0
42,43.67747053436739,19.02374439704545,5.0
43,-11.522209519971712,-75.89709156847044,15.0
44,53.195329080376055,34.60719966888358,45.0
45,49.53435526162298,25.598367691040973,5.0
46,47.962313450564,-2.5453705072377,10.0
47,63.03607235647228,10.291804333034651,60.0
48,58.592137452889,24.512223243087,120.0
49,15.729810714748917,-96.4733204841326,5.0
50,43.263683127077,6.5772947073973,5.0
51,43.8077742138738,4.37388896942139,210.0
52,44.8961942120646,20.3002452850342,34.0
53,51.17959810161016,4.97191638755535,5.0
54,47.76657638895472,19.912537809155168,25.0
55,50.663127121425184,4.379835181158184,5.0
56,43.639138602597,20.920638083951,15.0
57,48.31582811416081,25.922120094310987,2.0
58,43.41256525022303,-4.753729462623615,30.0
59,49.00845965834232,2.532606124878,18.0
60,30.987886821048683,35.308931322096406,5.0
61,66.49173169681654,25.70419577567996,5.0
62,-13.382863577965,-39.074237824191,15.0
63,51.00635983060167,10.266469359397608,30.0
64,43.4124015826448,4.740458965301281,5.0
65,51.881031422995,20.820645332085,60.0
66,32.503436908555685,35.51954599604693,30.0
67,43.60743569590615,3.925389289855886,180.0
68,45.654492154719165,13.828346371654414,45.0
69,51.46953545159317,6.055487728118825,5.0
70,46.48229684451277,15.654950602443718,45.0
71,52.43421803301958,13.191687641315088,30.0
72,47.5753097618028,7.56331443786621,25.0
73,43.344527186227,3.2859184744313,23.0
74,57.4879236378901,-4.20847177505493,45.0
75,50.8976197351767,7.15295791625977,26.33333333333333
76,38.340198296663,21.761469840687,20.0
77,32.49201991777611,35.59595586679976,5.0
78,48.281783089098255,16.374830245970593,60.0
79,49.25521046584458,14.717713236809564,23.0
80,48.07809712856493,6.888811826705866,4.0
81,45.62843707195123,5.164303779602052,30.0
82,47.084124656173614,-119.86013411701572,45.0
83,42.559406939313,1.7577459812102,8.0
84,43.2159590872204,3.09240996837616,37.333333333333336
85,-20.756008159816,-43.031249997909,20.0
86,42.7101362803647,27.7218103408813,78.0
87,43.62391859138807,-1.4003323525139089,15.0
88,48.17228585302986,7.113301992416439,2.0
89,52.45241775031713,16.90329297724769,8.0
90,52.5644070166679,13.4701770544052,20.0
91,35.728263661298,-5.7566664213052,15.0
92,49.21025599358417,6.964085340499935,60.0
93,53.27834363187684,-60.4970226287828,360.0
94,43.8922330681094,4.92084503173828,15.0
95,45.8045122225574,3.12286376953125,24.0
96,45.90358861288142,4.728083252906494,240.0
97,52.0923814334014,4.33104604482651,8.0
98,50.31847535439295,31.03511416912598,7.0
99,35.392990519044616,-89.41204583644964,60.0
100,44.995457745806,19.641966819737,68.0
101,68.2392234388299,14.567438840863083,40.0
102,46.92144636670332,29.453882217407077,10.0
103,49.23629777889,16.590675115584,10.0
104,43.999239654021,21.269363550995,60.0
105,48.4588928812797,10.032634377479091,45.0
106,6.3449592466358,-75.527124163163,33.0
107,38.0333885210365,46.3921630382538,5.0
108,46.98898437724964,28.672881960866597,20.0
109,52.2313742608891,7.87728309631348,5.0
110,42.650567951222,21.138218879702,20.0
111,62.33900263392886,17.352842923714636,20.0
112,58.075649028671805,24.511208027599903,20.0
113,44.79105286638541,17.199266195297813,20.0
114,44.7260948867052,20.5412149429321,42.0
115,61.29395196334839,23.810047745707188,20.0
116,52.701845422536486,6.419743992368145,120.0
117,53.84723897863846,22.99922132492088,60.0
118,52.69971301828826,25.36382997035898,90.0
119,49.00276067275617,8.424338400363924,15.0
120,48.21478315302128,15.347973346709436,10.0
121,52.39095322379762,12.844831291406164,60.0
122,49.464111567822,8.6455407142793,10.0
123,51.304678183112486,18.38041716813848,15.0
124,40.30239772573719,20.020732463972617,15.0
125,0.5840895720157369,-77.8280732631712,5.0
126,55.2729550053486,22.3214721679688,90.0
127,67.67280717159932,32.81252561690992,10.0
128,52.3044050706451,21.0899090766907,54.0
