lat,lon,wait
-37.67355821987898,175.15549921986658,20.0
-37.671180440115,144.85403680801,15.0
-37.65359949041175,175.15582108494831,30.0
-37.59678543389177,144.94278573989803,28.0
-37.38399842510304,175.6729938983861,30.0
-37.36856665307052,-70.27803039552472,30.0
-37.352475326053785,-70.26735842227937,90.0
-37.08792048196,174.94000196456,30.0
-36.9290367874145,149.874801635742,20.0
-36.91813935040535,174.8402109145952,4.0
-36.88754962248323,174.79957813022475,15.0
-36.8590310994155,174.763426780701,41.0
-36.8453407931351,174.753427505493,5.0
-36.81734227636604,-72.98783548632193,10.0
-36.79709867886167,-59.84591102600166,15.0
-36.7881728926775,174.752193689346,47.5
-36.755498,-73.000529,10.0
-36.717812089784104,174.7117438316515,18.0
-36.669980511127,-64.282585144046,240.0
-36.64844229016722,-64.28241884708297,15.0
-36.63149687948351,-72.08316779136263,15.0
-36.623583009774556,174.66241264345047,30.0
-36.43899113138714,146.24818199872652,5.0
-36.37021162794474,146.379108011711,53.0
-36.368509749475706,146.67913722988874,10.0
-36.038736381792,146.97308921816,15.0
-36.03710536240146,146.96349495649915,60.0
-35.979477484566665,174.43466091154923,10.0
-35.71339430558236,147.3213338255928,5.0
-35.630629384826854,174.50392627717503,20.0
-35.609837522919655,174.5241823196546,15.0
-35.56778377535662,174.50823926927234,15.0
-35.43697529,149.1261305809,45.0
-35.43429820403625,-71.63812762498424,45.0
-35.302020951056015,173.96180355541853,17.0
-35.29505964140497,174.09861767285284,10.0
-35.280233121296746,174.08123695843813,18.0
-35.25480365542553,173.93305027477882,18.0
-35.22913122838081,149.15324503183513,30.0
-35.171556854633074,173.15593385689394,20.0
-35.03986470845986,-58.09295043945399,10.0
-35.033180662822566,-58.7337598800685,60.0
-35.005323453887,148.11080932619,5.0
-34.978502549980064,-67.48919069767,120.0
-34.9758344816352,116.732649207115,132.0
-34.9637428381895,138.64472999094954,15.0
-34.94529899920167,-54.91979067485673,10.0
-34.93233939869658,-54.93886654536928,1.0
-34.91880778595481,-54.97217993176272,4.0
-34.91506261122901,-54.84955434959265,1.0
-34.9124430658822,-54.87293248336615,4.0
-34.882121961511416,-54.950759460141434,28.0
-34.86920489374583,-56.24333534328071,4.0
-34.85242948727105,-56.27190418462897,6.0
-34.845169965207,-56.0218901179364,20.0
-34.79057723311114,-55.23838821583812,10.0
-34.790326471010275,-56.35349698286439,24.0
-34.78429616804685,-55.88612079620124,5.0
-34.782980692842564,-55.39636230469112,5.0
-34.776288189574,-56.3665151596069,10.0
-34.76863602125038,-54.915316750219446,5.0
-34.766229929641,-55.76006698606,32.0
-34.732032805243,138.58215236663,45.0
-34.64835240872376,-54.15944879215027,2.0
-34.63004563799417,-68.32239055633531,33.0
-34.62536592696577,-54.172607709577626,7.0
-34.58999308021845,-54.13274686457917,51.0
-34.51718055314835,-59.31373393535845,12.0
-34.51256648269263,-56.27685234944226,16.0
-34.4992048235848,150.790920853615,18.0
-34.49444070626992,-54.32601933639141,8.0
-34.48863763845603,-54.319294452667364,20.0
-34.48384988368523,-54.316164250867594,20.0
-34.46124096839876,-57.826230603422125,15.0
-34.4592028710367,-58.6910033226013,18.0
-34.40446177757363,-71.61621934175224,20.0
-34.40280646699678,-57.61753708278721,30.0
-34.38089434125434,-53.84317016601566,20.0
-34.37656375520695,-57.03719444867415,14.0
-34.33784733272624,-57.24860377531291,5.0
-34.337424310709224,-57.34200365762782,7.0
-34.33722067215406,-57.339811998570674,10.0
-34.33404078940275,-53.80173540115308,2.0
-34.283641801725736,-62.68993234634441,5.0
-34.282754042639,150.63894677005,18.0
-34.282232286865494,150.63776457308862,5.0
-34.270374583120635,115.09888136386222,10.0
-34.2319222890223,116.149907112122,20.0
-34.20581387686124,-53.88183823227725,25.0
-34.20090585589948,-53.84977376461069,15.0
-34.19993542670321,-53.848039391690264,15.0
-34.17939370814449,115.0801917314406,10.0
-34.14204538613048,22.099870443343853,110.0
-34.12418859166616,-59.01644022725243,210.0
-34.1180711981671,-59.0104812383652,28.0
-34.1082952578763,18.86119992836275,23.0
-34.098822928292726,-56.19642282480786,20.0
-34.096593730082674,-56.19683669011194,20.0
-34.08780432255937,151.13911665413985,5.0
-33.999894824368496,115.7610275745123,20.0
-33.99203196415021,22.519909739494985,5.0
-33.98186023851537,-58.2828378977096,30.0
-33.97251722384037,115.08394145964257,20.0
-33.96345337360494,150.88070499897492,5.0
-33.96178501152,115.0775761559,10.0
-33.94774746833834,115.07424259184812,5.0
-33.943559879614334,151.07684755326122,45.0
-33.847776600734214,115.1040258407548,5.0
-33.831205889200014,23.904005527494743,30.0
-33.81600024869369,150.012573838252,15.0
-33.75195540943084,-56.31984578881628,35.0
-33.74209054025121,19.01787900925001,120.0
-33.7179502912027,151.109926700592,12.5
-33.698823626886515,115.1893737316014,10.0
-33.6845902364088,-53.4518712759018,10.0
-33.66547846883796,115.3552200794243,10.0
-33.645558948296845,150.04774832725334,15.0
-33.62867666090071,19.43214082718141,5.0
-33.615628584305945,115.10149383545159,5.0
-33.52978192535682,-53.344150543214006,10.0
-33.471504049253,-70.656393524864,60.0
-33.45632959397168,-70.72315268516505,13.0
-33.442322514632934,-70.79178810119701,30.0
-33.43765017615787,-67.5060424804695,10.0
-33.430108383230944,-70.69205713271673,30.0
-33.39674173556873,-56.52182282476935,10.0
-33.365767960695,-70.68876028060903,76.0
-33.3598717697759,-66.0648465156555,45.0
-33.34672454145888,151.37095713615858,5.0
-33.344344982826215,-55.61887836456286,20.0
-33.33551181518792,115.67152762412273,10.0
-33.31446218723473,-70.70407724380375,20.0
-33.31086294503988,-70.70225930214066,33.0
-33.295277252876,115.82235049747,120.0
-33.27061806376647,-58.0143824852333,90.0
-33.25513863046681,151.40303635598835,15.0
-33.23855034954967,-70.69682514667629,60.0
-33.21016015252525,-54.38604927062763,180.0
-33.130366024451256,-71.56236639967585,10.0
-33.10827192493605,151.4928474426287,10.0
-33.09425573545604,-68.87843763828671,20.0
-33.0799679495597,115.90690433979,20.0
-33.076713251609284,-68.43823885917514,45.0
-33.05307503221796,-71.60122311115116,5.0
-33.03590659565799,-71.52672207355518,33.0
-33.03458892154461,115.73388361929935,5.0
-32.98959120979373,-58.52017580198766,15.0
-32.97818930444023,17.952312469480326,38.0
-32.96582443782893,-69.20044755935938,20.0
-32.92175225767883,-71.505633521078,10.0
-32.90734354174645,-70.29385542869448,180.0
-32.8801998658762,-60.7120370864868,5.0
-32.876464744195225,-61.169634819031394,25.0
-32.840165534354526,-56.4934465416456,90.0
-32.83757349889687,-70.54866260290196,240.0
-32.83552493286346,-70.54621374607198,29.0
-32.824657051782985,-69.91063213348411,33.0
-32.81198314596463,151.63963876774014,30.0
-32.80320173281977,-68.76987576484682,60.0
-32.79853895067995,151.71776139734646,20.0
-32.76899650409876,-71.19116036510405,12.0
-32.61529290107842,152.080180823793,40.0
-32.60168797742719,-53.403202056883984,10.0
-32.59622412017314,-69.37343394756377,15.0
-32.585295406105644,115.65899634359629,5.0
-32.5387275667745,115.744625329971,23.0
-32.511984710937,137.80385226961,20.0
-32.1828770690316,121.784176826477,23.0
-32.097767507045425,152.37632685894516,45.0
-31.94136018623288,152.4715399145471,45.0
-31.927775442971,133.00774955749,1440.0
-31.9020803775448,116.102356910706,20.0
-31.7707184231379,116.030216217041,28.0
-31.75814359209152,-55.99374389648399,1.0
-31.668261763484463,-52.33993148803471,60.0
-31.644800403467343,-68.2844302654278,15.0
-31.640333946171264,-60.956045150756104,60.0
-31.587633658181783,-64.45916032790662,20.0
-31.532740866371142,-61.52676854804982,60.0
-31.52505063159822,-64.2327365013764,5.0
-31.52432956745363,-55.68644127309444,10.0
-31.490798744887,-64.207998275757,120.0
-31.488043219173864,-64.20600807666648,20.0
-31.463515466171746,152.821355640903,30.0
-31.34812313164366,-63.94344155267701,60.0
-31.282314498088468,-60.75858092307579,15.0
-30.942636892217227,-55.55141714972861,13.0
-30.937986909174988,152.94233465193608,120.0
-30.713496731706698,152.92191231249564,18.0
-30.377519160169175,-64.37322097683018,2160.0
-30.303413786971166,-68.70956039428432,60.0
-30.24249606685395,-54.920434951782525,38.0
-30.205456002966365,-67.67235016822616,30.0
-30.04957933616359,-66.88766455650004,60.0
-30.040923661181722,-51.32966136932383,45.0
-30.03608131033022,-51.3274460491748,18.0
-30.012713173225254,-71.37837982177679,360.0
-29.940315704791573,-50.99608039855898,10.0
-29.910081827527492,-71.25909662246708,100.0
-29.828130413538187,28.04057264327985,5.0
-29.70762374607009,-53.881368637083845,45.0
-29.69526149651555,-53.77513340767997,5.0
-29.606693379124426,-63.71271228789647,240.0
-29.56595889298224,-68.5338435173014,300.0
-29.34776586732885,-68.22372436523439,60.0
-29.023940160066715,134.7643774130232,1320.0
-28.86445834653701,153.49738293880205,10.0
-28.802661756558276,153.28473204366585,5.0
-28.801768609226862,153.2621156572594,10.0
-28.691768456208663,24.77937126159539,10.0
-28.681245873268573,-49.37583303451512,30.0
-28.6757461142314,-53.59435326420292,30.0
-28.670810395388,114.62175807953,5.0
-28.669334096666,153.612438440323,10.0
-28.641060647748834,153.6083729657731,2.0
-28.636172746352617,153.55157664208713,5.0
-28.598223501150738,153.2223921417357,20.0
-28.49989413997094,-50.9190281029244,20.0
-28.42284418458423,-53.914155960081814,5.0
-28.257387947585695,153.52769550782244,45.0
-28.243762508988034,153.55747712320107,20.0
-28.238493476676187,-52.35715919455852,60.0
-28.235439388364764,-52.38001823425427,10.0
-28.167183411347608,153.51989473404555,45.0
-28.128682478505734,-48.692736625671394,5.0
-27.8154126642258,-64.3055534362793,5.0
-27.7720384660205,-64.3455505371094,83.0
-27.728665783959855,-52.281355857850436,10.0
-27.719059229489805,-67.15777373313672,180.0
-27.7053392790572,-48.508710861206815,10.0
-27.660529014448894,-48.67776066064909,28.0
-27.597204030743,-48.490865843701,10.0
-27.452579927433,-55.8651673793793,45.0
-27.448071436582886,-58.75008916855069,360.0
-27.433184575621,153.082391023636,7.5
-27.408566519298784,-59.00591611862183,20.0
-27.351633529429,-70.352668762207,30.0
-27.15786993590208,-48.55192279815596,10.0
-27.00753875776655,-59.84993433952537,15.0
-26.84415089600389,-65.16736006736895,90.0
-26.810416547252157,-60.42244648933681,45.0
-26.703196640686137,-60.749010801318526,15.0
-26.663702563186394,16.278678894042773,20.0
-26.58887562914924,-65.91728858581456,60.0
-26.51319104334804,-66.00196055999665,60.0
-26.403805632850798,153.08309912681582,20.0
-26.3639040722339,-70.50701357489432,60.0
-26.30678401323155,-61.661176443101816,10.0
-26.230952936448826,-61.84890747070313,60.0
-26.12642814385752,-62.08236694335938,20.0
-26.08281789050951,-65.97648332275469,105.0
-25.812737106214577,-62.8403184413924,20.0
-25.703755547281485,27.25365543365688,5.0
-25.676819674470764,-49.14999103545956,30.0
-25.67299053484309,-54.50166320800444,5.0
-25.610133233355,-49.17229963924537,63.0
-25.59003436394004,-54.562088012695,10.0
-25.54479823404014,26.08294630050734,30.0
-25.51786039977384,-64.97706270219514,60.0
-25.486654178197426,-54.85456926386777,45.0
-25.348500397194435,152.5919952392464,30.0
-25.328777684995337,-57.73538470268325,20.0
-25.294049576213265,-57.72640466689962,10.0
-25.28745921204167,152.8166356086667,15.0
-25.284654294483587,-65.48182658782923,83.0
-25.19998984174349,133.2023543170488,60.0
-25.16167583138189,-65.49474257812486,60.0
-25.11206957143968,-64.13721799850465,45.0
-25.030589216936967,-65.49012422561647,5.0
-24.898554969673,113.70908631103,15.0
-24.85632330688458,-65.44925384155303,60.0
-24.7939666059639,-65.4004311561584,60.0
-24.73958016546489,-65.0326301513667,33.0
-24.628644033722786,-47.90317535400382,5.0
-24.606673719768132,25.92892313003554,5.0
-24.484868766125807,-65.04380959086122,90.0
-24.42562961474692,-65.29546674108133,500.0
-24.311941881240056,-47.624568939208835,10.0
-24.2124574265259,-65.285085439682,45.0
-23.789829109529,133.8789311772,50.0
-23.787266114441024,-46.913321975969,5.0
-23.747526616219123,-65.49495434760598,15.0
-23.745542877619858,-65.46908712388728,5.0
-23.68572611413124,-46.860314115811974,20.0
-23.665372625632408,133.86289143564542,60.0
-23.541205180774465,-70.39227843284631,5.0
-23.53451527084147,133.86225843429492,5.0
-23.530285547301652,133.86133575439152,210.0
-23.506099738362227,-51.73874115943809,10.0
-23.472875749012903,-47.42996549606297,60.0
-23.42289490187601,-46.39449989404002,45.0
-23.33312770323438,150.51804252993264,30.0
-23.3141487340107,-46.5822243690491,15.0
-23.295398470980263,-46.00523710250603,25.0
-23.221386841609757,-44.733776330946746,10.0
-23.189986963776327,-51.19881248474011,5.0
-23.18878626100468,-46.583481788632014,60.0
-23.01918823875835,-63.90816688537513,15.0
-22.913836327019713,-68.19192624092541,105.0
-22.904299628125,-68.21272945097,40.0
-22.842734760316837,-45.22439306974791,20.0
-22.738294763987014,-43.476000487802565,75.0
-22.73553279688224,-47.28232598304625,5.0
-22.729457015041366,-43.56558895111047,120.0
-22.72470703017318,-47.60508155822871,15.0
-22.718294288991,-42.02256774902384,10.0
-22.71592107247034,-43.718519806859575,5.0
-22.713761645598044,-65.69488620757674,20.0
-22.70926225477301,-43.73634642362575,18.0
-22.644486572167,-43.283163068595,13.0
-22.63365361518315,-47.84888362884704,30.0
-22.62608786055392,-47.83759689331293,5.0
-22.5293604602042,-43.2214379310608,15.0
-22.492549275385,-68.92563914946,23.0
-22.474705290703,-68.901649472003,150.0
-22.447730490805053,-44.442207276822224,5.0
-22.239928,-45.881782,200.0
-22.17367957419419,-51.376160144806306,30.0
-22.12171790549629,-65.59888458253577,15.0
-22.115525450242234,-56.50351845223796,120.0
-21.927398087142,114.12584576612,20.0
-21.902417141328304,-63.63310670852592,5.0
-21.808485882756443,-43.37683117389745,120.0
-21.722875755207344,-43.924365043644244,5.0
-21.71038878894639,21.64968074663259,38.0
-21.70008955703906,-43.45217823982541,5.0
-21.690992828596,-45.23937320709447,20.0
-21.672608571735424,-62.45757794380197,180.0
-21.6357685703613,-43.4402203559875,45.0
-21.43190760368485,-43.97363185882711,5.0
-21.23139697195227,-43.79022777080576,5.0
-21.188363023894574,-43.75167369843071,10.0
-21.167198845639387,27.494431972503126,10.0
-21.166999115690523,149.1538077592745,30.0
-21.117475809752925,-42.956566572189985,30.0
-20.926439373023,-41.078725040512,18.0
-20.756008159816,-43.031249997909,20.0
-20.47879782911936,-54.765781311307585,90.0
-20.40349894558137,148.58981752392273,33.0
-20.3902650544464,-40.463796615600366,10.0
-20.323287915442,148.6500378934,60.0
-20.225888325129,-40.285434902282,60.0
-20.21163778334829,-40.31835637102881,60.0
-20.210711237950974,26.18124389648309,30.0
-20.21030791860327,-42.66086385120097,30.0
-20.155044035085705,28.590661525724013,15.0
-20.13292768179765,-42.46604204923825,45.0
-20.06987349247554,30.828567981716635,10.0
-20.039154797404663,23.45573329925381,30.0
-20.01471547058628,148.2207170101949,30.0
-20.003071991277608,-43.96509170532338,10.0
-19.976706370542082,-43.9474481344206,5.0
-19.92608494774272,-44.0081534385689,5.0
-19.87443888266545,-44.05556201885702,20.0
-19.8411793310395,-43.8719487190247,15.0
-19.838281181264183,-43.184357592843504,30.0
-19.8270499853025,-43.8372945785522,49.0
-19.636933592319135,134.19259929656502,300.0
-19.4867356894517,-42.51517152786762,30.0
-19.440853680622,134.2084264755,105.0
-19.379246304424182,-40.06659886846939,30.0
-19.354472018360838,-46.13484559932445,20.0
-19.317870341754,146.8196766851,5.0
-18.99253895855034,-46.266643186217735,30.0
-18.915689844027174,-42.01178526878237,10.0
-18.505795825646228,-70.28240031190505,120.0
-18.239841638157717,-43.624527812003194,5.0
-17.952070250290273,25.818931102750373,10.0
-17.9296608388876,122.240238189697,5.0
-17.908646852960324,146.0912185907472,60.0
-17.858411074089,25.872253417969,10.0
-17.76212777658997,30.978213787075685,15.0
-17.099258443211806,145.7811584472553,15.0
-17.018948119341317,145.74565351009304,60.0
-16.489551555353,-68.209489345547,15.0
-16.424960540582536,-71.6747746467573,30.0
-16.36022452051637,-58.4003505706782,120.0
-15.928291509562937,-48.167551517486736,10.0
-15.657187522878676,-55.98164176940825,30.0
-15.599745779118248,-47.677957177164075,10.0
-15.4536802243458,34.453125,180.0
-14.937856665056282,133.07263893126944,1140.0
-14.823450717505,-39.292419434212,30.0
-14.468172881835,132.2679233551,310.0
-14.311912399527504,-39.02390098571667,20.0
-14.151330104839,-39.331558228166,45.0
-14.142655838056935,-47.52268791198656,10.0
-13.812873197188212,131.83209443092963,240.0
-13.647176720944987,-73.36898304150455,15.0
-13.618776160227604,-72.86093494762044,15.0
-13.540551015257744,-72.69350453047447,15.0
-13.382863577965,-39.074237824191,15.0
-13.203973550207618,-74.2218907950599,15.0
-12.674721688383446,132.4788125753264,30.0
-12.651821936253548,132.81603598595035,10.0
-12.524930053497323,131.04327285292499,10.0
-12.178003253929262,-75.2031624359234,15.0
-11.522209519971712,-75.89709156847044,15.0
-11.284282310970664,-37.450667381287886,30.0
-11.119427550836583,-77.59430265426634,60.0
-10.187251446436125,-54.9440345764147,60.0
-9.797115037987774,-36.109493136408894,5.0
-9.695324544767344,-35.775692224501405,20.0
-9.597856291234038,33.772260189058414,60.0
-8.79705645267013,39.34590339660405,45.0
-8.402000058708605,-74.62013024607748,30.0
-8.131500799198056,-79.02081942558453,10.0
-7.998411710472292,-79.07294479856333,45.0
-7.723964866175624,35.905804038043684,30.0
-6.802608479668794,-79.82972538471128,90.0
-6.2712177467637265,-35.20878589153246,60.0
-5.838965105924134,-78.75810241699273,240.0
-5.723747117315683,-78.79907584190092,120.0
-5.142621668559394,-78.99865901470173,45.0
-4.8823570553065085,-80.70479721642006,60.0
-4.71159217393518,55.5194091796875,10.0
-4.268680718073052,-79.22650194168413,180.0
-4.103223338340189,-81.03333985805153,45.0
-4.033378035894763,-79.19880008697427,5.0
-3.048355479517533,-79.04145097732675,25.0
-2.919580464170776,-78.99505949020336,20.0
-2.8926267854056134,-78.95766949653631,150.0
-2.7044424796014046,-78.89081811904794,10.0
-2.610106103964854,140.98960616089258,5.0
-2.554638119392094,-78.93945193290634,15.0
-2.4594036611923125,-79.00368547439797,10.0
-2.2190066009200353,-80.08494925498496,25.0
-2.212191738083007,-80.86761689186291,15.0
-2.0432648067258694,-60.02551174163744,20.0
-1.831121584047005,-80.75069403648547,5.0
-1.8239798138108896,-80.752625226976,8.0
-1.7273540689687656,-78.76207208633376,30.0
-1.596725509653842,-78.99564193143307,90.0
-1.5629327769934993,-80.81272816658212,30.0
-1.554197372935339,-80.80834007262851,15.0
-1.5282032215615613,-79.00188758576405,15.0
-1.4471817801933173,36.996511459350344,5.0
-1.201003829330293,-78.59200112745295,15.0
-1.0448179223459855,-77.7968785898156,30.0
-0.9821496202932886,-77.81240916252254,20.0
-0.9596008446758857,-80.68150377273305,90.0
-0.5416958306588908,-78.58398413657773,15.0
-0.37848872946457,-78.13867306709253,1.0
0.234832106199174,-78.2638549804688,90.0
0.3524720989182222,32.661132335662856,30.0
0.44103919048122864,33.21251940727307,15.0
0.5840895720157369,-77.8280732631712,5.0
0.7924069655725466,-77.73174977302692,20.0
0.8292085518213874,-77.60616874693773,30.0
1.059932844673261,-79.44015598297129,5.0
1.1668786035090037,33.71471476555044,2.0
1.2344127806923775,-77.28968913635607,60.0
1.4480083614693,103.76928177633,5.0
1.4676043569540864,103.76847966390416,15.0
2.3266823034291964,-76.69261653935858,60.0
2.858901092362385,-60.69848871231142,30.0
3.0402460037188264,101.7059626579529,5.0
3.098280737916933,101.73617506027799,20.0
3.3730471210461035,103.42000150680911,30.0
4.058915525245247,9.23373991276911,60.0
4.545030556741379,-74.24456691741874,5.0
4.741804691960236,-74.13801443576322,40.0
4.942903478910063,-73.95952320098867,20.0
5.0998974672444115,9.951575079977523,15.0
5.1516464265735,-52.672546861103,45.0
5.1553970250428,-52.675089595249,45.0
5.36343420493376,100.314617156982,5.0
5.488959791796678,-53.97199988365174,10.0
5.500100346104337,-54.027784347533306,240.0
6.1588572479934,-75.518401619232,30.0
6.260317652248675,1.208343684205815,120.0
6.3449592466358,-75.527124163163,33.0
6.503943424467435,100.42133331298517,17.0
6.56366040783811,100.412292480469,20.0
6.6424369496415,-75.450606104325,105.0
6.961636377182252,1.171782748698256,20.0
6.968319258163,-75.42253946919,20.0
7.166349298249407,2.086845679801184,60.0
7.943777558536776,1.9822250477328043,120.0
7.9905313890222,-75.200415011908,45.0
8.2964907087403,-75.526464339737,60.0
8.54992571681807,39.31146621704083,5555.0
8.944327065647235,-79.56324255466477,20.0
9.673739342369062,1.3683952968513013,30.0
10.403388196802,-75.457821246634,60.0
10.450480278298,-66.921181437309,240.0
10.585132772028523,104.20202636718852,15.0
10.717412267212,-74.752708729792,5.0
11.999450399103818,-86.10435104369998,15.0
12.308591124784812,-69.14029955863954,45.0
12.828942660534397,109.35740375516669,5.0
12.91934093644225,-85.9332743883134,10.0
13.060630468836544,-86.34318029880475,8.0
13.166396654092196,-16.57636890233906,120.0
13.672441645573,100.45735144616,5.0
13.709584540978799,100.82167267799379,10.0
14.663088946141675,121.00049757959276,5.0
