,trip,ride,short,long
1726,251,8,https://goo.gl/maps/pSdLvobxt57BeBcT6,"https://www.google.com/maps/dir/55.4641172,22.6862024/54.9594709,23.8642626/@55.2118053,22.9953526,10z/data=!4m2!4m1!3e0
"
1727,251,9,https://goo.gl/maps/TRRxB2hhvkvXSUgM6,"https://www.google.com/maps/dir/54.9591752,23.8646799/54.6705798,25.2832339/54.6703086,25.2835306/@54.7329192,24.2409973,9.75z/data=!4m2!4m1!3e0
"
1728,252,1,https://goo.gl/maps/XLvEGQnGHNNm5yB57,"https://www.google.com/maps/dir/54.657715,25.1432158/54.7903829,24.6679715/@54.715929,24.8096245,11z/data=!4m2!4m1!3e0
"
1729,252,2,https://goo.gl/maps/qaAEbFFszupG3iPF9,"https://www.google.com/maps/dir/54.790436,24.6675391/54.9349791,23.9661657/@54.8594253,24.1443328,10.75z/data=!4m2!4m1!3e0
"
1730,252,3,https://goo.gl/maps/7YSbLrv4EJHG7us66,"https://www.google.com/maps/dir/54.9339674,23.9654468/54.771253,24.8213756/@54.8123653,24.2179639,10.5z/data=!4m2!4m1!3e0
"
1731,252,4,https://goo.gl/maps/AihKAztF9NbTTDss9,"https://www.google.com/maps/dir/54.771253,24.8213756/54.6852944,25.0540338/54.638822,25.1897468/54.6700992,25.2407926/@54.6901613,24.9336231,11.5z/data=!4m2!4m1!3e0
"
1732,253,1,https://goo.gl/maps/NHXdhDDWdjDPUHdW9,"https://www.google.com/maps/dir/54.6574943,25.1438605/54.944095,23.8803047/@54.8441885,24.1185484,9.58z/data=!4m2!4m1!3e0
"
1733,253,2,https://goo.gl/maps/tfwYo8WEpncrX6mr7,"https://www.google.com/maps/dir/54.9451311,23.8766313/55.7012399,21.2060899/@55.3111437,21.9813028,9z/data=!4m2!4m1!3e0
"
1734,253,3,https://goo.gl/maps/t1RAFgXQNKPaAPn7A,"https://www.google.com/maps/dir/55.7004201,21.208709/55.4631734,22.677669/@55.5304581,21.5086495,9.5z/data=!4m2!4m1!3e0
"
1735,253,4,https://goo.gl/maps/LTBaSVB3zWXfck6C6,"https://www.google.com/maps/dir/55.4641696,22.6858275/''/54.7037998,25.2830784/@54.9041149,23.3645771,8.75z/data=!4m8!4m7!1m0!1m3!2m2!1d25.1786792!2d54.6692089!1m0!3e0
"
1736,254,1,https://goo.gl/maps/EQubEJRK62wssWsr9,"https://www.google.com/maps/dir/54.6576493,25.1434076/54.794194,24.6099037/@54.7258405,24.7362308,11z/data=!4m2!4m1!3e0
"
1737,254,2,https://goo.gl/maps/2rebdYFftLREfuLh7,"https://www.google.com/maps/dir/54.794244,24.606419/54.811709,24.4575658/@54.7938901,24.4959134,12.75z/data=!4m2!4m1!3e0
"
1738,254,3,https://goo.gl/maps/fwWp65zKkMouWPuq9,"https://www.google.com/maps/dir/54.812897,24.4502103/54.9349701,23.9658289/@54.8736758,24.0685787,11z/data=!4m2!4m1!3e0
"
1739,254,4,https://goo.gl/maps/6aQ9px8iXUaumqo57,"https://www.google.com/maps/dir/54.9349821,23.9661512/54.9355866,23.8705848/@54.9315575,23.8969054,13.5z/data=!4m2!4m1!3e0
"
1740,254,5,https://goo.gl/maps/vtiRSX9hT91zShRv6,"https://www.google.com/maps/dir/54.9355258,23.8706236/54.5817852,23.3772261/@54.7528515,23.3855141,10.5z/data=!4m2!4m1!3e0
"
1741,254,6,https://goo.gl/maps/2HaoKaWNqDnqNxfq9,"https://www.google.com/maps/dir/54.5830549,23.370978/54.5093343,23.2332592/54.3595184,23.1824204/@54.4714454,23.1398755,11z/data=!4m2!4m1!3e0
"
1742,254,7,https://goo.gl/maps/wwgk58gbdCTJeagz5,"https://www.google.com/maps/dir/54.3594876,23.182285/''/52.5212338,21.4090137/@53.502687,21.895631,8.25z/data=!4m8!4m7!1m0!1m3!2m2!1d23.1198585!2d54.3086058!1m0!3e0
"
1743,254,8,https://goo.gl/maps/CjJijsDxHMYk12RK9,"https://www.google.com/maps/dir/52.5212338,21.4090137/51.8998388,19.7080817/@52.1826786,20.1463598,9.5z/data=!4m2!4m1!3e0
"
1744,254,9,https://maps.app.goo.gl/k1NFdAp7TDBcLvhr9,"https://www.google.com/maps/dir/51.8997904,19.7082516/52.3291101,17.0926744/@52.1133198,17.6853883,8z/data=!4m2!4m1!3e0
"
1745,254,10,https://goo.gl/maps/xZvqUzANkZ9U1D5j6,"https://www.google.com/maps/dir/52.3291101,17.0926744/52.3217308,14.6074796/52.3155367,14.5776963/52.2202545,11.057979/@52.001487,12.5130395,7.5z/data=!4m2!4m1!3e0
"
1746,254,11,https://goo.gl/maps/RTq31dF2QdEGqkkcA,"https://www.google.com/maps/dir/52.2202545,11.057979/51.6327059,7.8763526/@51.777806,8.6034904,8.5z/data=!4m2!4m1!3e0
"
1747,254,12,https://goo.gl/maps/7ApJ2Zpvq82KX75j9,"https://www.google.com/maps/dir/51.6327059,7.8763526/51.5338774,6.8398692/''/''/51.2099574,4.5464098/@50.981653,5.434538,8.5z/data=!4m13!4m12!1m0!1m0!1m3!2m2!1d6.2163111!2d51.3841563!1m3!2m2!1d5.2090873!2d51.3190891!1m0!3e0
"
1748,254,13,https://goo.gl/maps/E3pNdyZFpEaS9ry8A,"https://www.google.com/maps/dir/51.2099574,4.5464098/''/51.4975365,4.7421693/@51.3643133,4.5329393,11z/data=!4m8!4m7!1m0!1m3!2m2!1d4.7355312!2d51.4860097!1m0!3e0
"
1749,254,14,https://goo.gl/maps/evJ1xt8qvgN7Kgk37,"https://www.google.com/maps/dir/51.4975365,4.7421693/52.0890787,5.105136/@51.7616792,4.3842374,9.75z/data=!4m2!4m1!3e0
"
1750,254,15,https://goo.gl/maps/LK7GLRpR727sHyCb6,"https://www.google.com/maps/dir/52.0786762,5.1414733/51.8718658,4.9628833/@51.9758544,4.9920443,11.5z/data=!4m2!4m1!3e0
"
1751,254,16,https://goo.gl/maps/oTN1Yk5tGrJtWoF28,"https://www.google.com/maps/dir/51.8718658,4.9628833/51.6030408,4.842043/@51.7373711,4.7623784,11z/data=!4m2!4m1!3e0
"
1752,254,17,https://goo.gl/maps/GfjS2CfrHX9tVdgP8,"https://www.google.com/maps/dir/51.6030408,4.842043/''/51.0714582,3.9213304/@51.336913,4.1015143,10z/data=!4m8!4m7!1m0!1m3!2m2!1d4.7351316!2d51.4858593!1m0!3e0
"
1753,254,18,https://goo.gl/maps/33tMkRUrEhXX68Ks9,"https://www.google.com/maps/dir/51.0719983,3.9222449/51.03475,3.6396366/@51.038706,3.7188803,12.25z/data=!4m2!4m1!3e0
"
1754,254,19,https://goo.gl/maps/jU7URKRPAtAhRFAM9,"https://www.google.com/maps/dir/51.0351723,3.6392492/51.2143033,2.9271572/@51.131768,3.0920541,10.5z/data=!4m2!4m1!3e0
"
1755,254,20,https://goo.gl/maps/b5t5EBfJPMQ8Esid9,"https://www.google.com/maps/dir/51.2146144,2.9261236/51.1831681,4.2877095/@51.1548424,3.2629929,9.58z/data=!4m2!4m1!3e0
"
1756,254,21,https://goo.gl/maps/CGaZquesZehiUBXp7,"https://www.google.com/maps/dir/51.1831648,4.287915/51.2078581,4.549005/@51.172598,4.3494615,12z/data=!4m2!4m1!3e0
"
1757,254,22,https://goo.gl/maps/Yv2by7ntKUNW2nhJ8,"https://www.google.com/maps/dir/51.2078581,4.549005/51.3189757,5.2093673/51.3212981,5.2176743/@51.3178687,5.2095763,16.83z/data=!4m2!4m1!3e0
"
1758,254,23,https://goo.gl/maps/6jB6478vPWJKMSoA6,"https://www.google.com/maps/dir/51.3211613,5.2185526/51.3778344,6.0006539/@51.3357746,5.4505355,10z/data=!4m2!4m1!3e0
"
1759,254,24,https://goo.gl/maps/cjrmpRhEE31NqcJx9,"https://www.google.com/maps/dir/51.3778344,6.0006539/''/51.5923603,7.6848861/51.4989717,8.9846292/@51.4590782,6.6888326,8.58z/data=!4m9!4m8!1m0!1m3!2m2!1d6.2163574!2d51.384022!1m0!1m0!3e0
"
1760,254,25,https://goo.gl/maps/kntps5NsTd1HY6Hj6,"https://www.google.com/maps/dir/51.4989717,8.9846292/51.0367943,9.4878433/@51.2799845,9.0125084,10.29z/data=!4m2!4m1!3e0
"
1761,254,26,https://goo.gl/maps/Ts1zoSZZPkY5w81L7,"https://www.google.com/maps/dir/51.0346891,9.4873148/52.1840086,11.4502328/@51.6793304,9.7748136,8.87z/data=!4m2!4m1!3e0
"
1762,254,27,https://goo.gl/maps/jdq3BJTgyFdYGimRA,"https://www.google.com/maps/dir/52.1840086,11.4502328/52.2500058,12.3066119/52.3202604,14.383748/''/52.3118849,15.7815238/MOP+Zalesie,+64-552+Zalesie,+Poland/@51.8972731,12.683047,7.87z/data=!4m16!4m15!1m0!1m0!1m0!1m3!2m2!1d14.5777524!2d52.3154347!1m0!1m5!1m1!1s0x470430c07a7852ab:0x994c96db8ecb1a98!2m2!1d16.4764404!2d52.3865744!3e0
"
1763,254,28,https://goo.gl/maps/oHeZe3d4xE5EgEZeA,"https://www.google.com/maps/dir/52.3865125,16.4752835/51.9445379,19.1756267/@51.9634083,17.1949742,8.75z/data=!4m2!4m1!3e0
"
1764,254,29,https://goo.gl/maps/qUUkDGtrv7mEmT479,"https://www.google.com/maps/dir/51.9445379,19.1756267/52.8659584,22.0132487/@52.2299042,19.7306391,8.29z/data=!4m2!4m1!3e0
"
1765,254,30,https://goo.gl/maps/owfEU6RfmugeSnBs7,"https://www.google.com/maps/dir/52.8659584,22.0132487/53.1578107,23.1514778/@52.9226124,22.2791989,9.75z/data=!4m2!4m1!3e0
"
1766,254,31,https://goo.gl/maps/op1UnYLSfYNdTws86,"https://www.google.com/maps/dir/53.1669532,23.1483255/53.8468556,22.999823/@53.4908047,22.8304685,9.58z/data=!4m2!4m1!3e0
"
1767,254,32,https://goo.gl/maps/yCvmcD6NnBjfBFbY7,"https://www.google.com/maps/dir/53.8468556,22.999823/53.8680963,23.0932293/@53.8572381,23.0180254,13.29z/data=!4m2!4m1!3e0
"
1768,254,33,https://goo.gl/maps/AKmpQRxZAHfQ7wTD8,"https://www.google.com/maps/dir/53.8680963,23.0932293/54.0643801,23.3587939/@53.9672582,23.1419687,11.29z/data=!4m2!4m1!3e0
"
1769,254,34,https://goo.gl/maps/PfzYH2myyHJAV53i7,"https://www.google.com/maps/dir/54.0643801,23.3587939/54.1562609,23.4723513/@54.1125139,23.3576664,12.58z/data=!4m2!4m1!3e0
"
1770,254,35,https://goo.gl/maps/PC5TVpBi1Mnx13Ce6,"https://www.google.com/maps/dir/54.1676987,23.4771954/54.2321227,23.5394731/@54.1996801,23.4732146,13z/data=!3m1!4b1!4m2!4m1!3e0
"
1771,254,36,https://goo.gl/maps/QDJLA2N8ePktKpXR6,"https://www.google.com/maps/dir/54.2321227,23.5394731/54.2348084,23.8091243/@54.2433693,23.6055712,12z/data=!4m2!4m1!3e0
"
1772,254,37,https://goo.gl/maps/jyK51iWwjtKGQ4yM7,"https://www.google.com/maps/dir/54.2364727,23.8157076/54.3845257,24.0498694/@54.3161684,23.8449576,11.87z/data=!4m2!4m1!3e0
"
1773,254,38,https://goo.gl/maps/T4W5ikNZjmgtR5Tz7,"https://www.google.com/maps/dir/54.3789877,24.0644061/54.3660649,24.1216379/@54.3722264,24.0757514,14z/data=!4m2!4m1!3e0
"
1774,254,39,https://goo.gl/maps/duK2cf3QwgV115Cp8,"https://www.google.com/maps/dir/54.3665787,24.1246657/54.6388377,25.1900439/54.6738368,25.2480241/@54.5009283,24.405535,10z/data=!4m2!4m1!3e0
"
1775,255,1,https://goo.gl/maps/w8VjFXeSBUpk6aei6,"https://www.google.com/maps/dir/54.6578514,25.1428172/54.9335969,23.9808545/@54.7862103,24.2804286,10z/data=!4m2!4m1!3e0
"
1776,255,2,https://goo.gl/maps/dMWbUENRfwvhosrn6,"https://www.google.com/maps/dir/54.9349759,23.9662446/56.0381426,21.1192827/@55.5084055,21.7667268,8.58z/data=!4m2!4m1!3e0
"
1777,255,3,https://goo.gl/maps/vXEvtYKLH6Q4QuyN6,"https://www.google.com/maps/dir/56.0381426,21.1192827/55.9070789,21.1060198/@55.9725136,21.0403005,12z/data=!3m1!4b1!4m2!4m1!3e0
"
1778,255,4,https://maps.app.goo.gl/YRqnBUzGizL59NzY6,"https://www.google.com/maps/dir/55.9049651,21.1053174/55.6993767,21.2070873/@55.8115857,21.0411274,11.29z/data=!4m2!4m1!3e0
"
1779,255,5,https://goo.gl/maps/7Jhy8BWchwDtmwPi6,"https://www.google.com/maps/dir/55.7013287,21.2118875/55.6894595,21.6844464/@55.7109675,21.3077397,11z/data=!4m2!4m1!3e0
"
1780,255,6,https://goo.gl/maps/JjKu2GVkdRCRUHDx8,"https://www.google.com/maps/dir/55.6879034,21.6889758/55.3355615,23.1017702/@55.4258043,22.0564515,9.71z/data=!4m2!4m1!3e0
"
1781,255,7,https://goo.gl/maps/8MueQVi2GymRKG5n6,"https://www.google.com/maps/dir/55.3353689,23.1047264/54.9599165,23.8648263/@55.1620506,23.2660411,10.17z/data=!4m2!4m1!3e0
"
1782,255,8,https://goo.gl/maps/4FLJ99CJ2vpaAsm38,"https://www.google.com/maps/dir/54.9599165,23.8648263/54.9338161,23.9653912/@54.9469967,23.8799089,13z/data=!3m1!4b1!4m2!4m1!3e0
"
1783,255,9,https://goo.gl/maps/pdA9VsfpB4A4tyJr5,"https://www.google.com/maps/dir/54.9338161,23.9653912/54.6908281,25.2802686/@54.7792432,24.0588951,9.29z/data=!4m9!4m8!1m5!3m4!1m2!1d25.2591256!2d54.6864999!3s0x46dd940a1062664d:0xf63294d67770a9c5!1m0!3e0
"
1784,256,1,https://goo.gl/maps/a8xQF2Cx3ZADFsc97,"https://www.google.com/maps/dir/55.9201535,21.0791921/55.9718804,21.0985252/@55.9460202,21.0537282,13z/data=!3m1!4b1!4m2!4m1!3e0
"
1785,256,2,https://goo.gl/maps/1YN6eFDotNS8XiTT9,"https://www.google.com/maps/dir/55.9757511,21.1018837/56.0114626,21.1116714/@55.9944336,21.085415,13.58z/data=!4m2!4m1!3e0
"
1786,256,3,https://goo.gl/maps/pHXgiCt9umFJvJaG6,"https://www.google.com/maps/dir/56.012047,21.1121902/56.04618,21.1184252/@56.0292118,21.0982544,14z/data=!3m1!4b1!4m2!4m1!3e0
"
1787,256,4,https://goo.gl/maps/XniDC25Socv4vCjF9,"https://www.google.com/maps/dir/56.0774131,21.1225674/56.4855347,21.0162951/@56.2809976,20.7943251,10z/data=!4m2!4m1!3e0
"
1788,256,5,https://goo.gl/maps/M5nKWC6hkqxLDkoz9,"https://www.google.com/maps/dir/56.476784,21.0086902/56.3454134,21.06339/@56.4110664,20.9605374,12z/data=!3m1!4b1!4m2!4m1!3e0
"
1789,256,6,https://goo.gl/maps/YBMuahVn3ctY4P577,"https://www.google.com/maps/dir/56.3448228,21.0643348/56.1573699,21.1477575/@56.2513937,20.9663076,11.29z/data=!4m2!4m1!3e0
"
1790,256,7,https://goo.gl/maps/jUb1BqJo9uzLYMew8,"https://www.google.com/maps/dir/56.1562928,21.1477375/56.0773795,21.1225657/55.9102663,21.1070376/@56.0331734,20.9866246,11z/data=!4m2!4m1!3e0
"
1791,257,1,https://goo.gl/maps/4CLHFtVS2P99nWmi7,"https://www.google.com/maps/dir/54.6578501,25.1428211/54.9349916,23.9662109/@54.7955162,24.2736541,10z/data=!4m2!4m1!3e0
"
1792,257,2,https://goo.gl/maps/dTMuFqvcRQVDktPa9,"https://www.google.com/maps/dir/54.9349473,23.9664045/55.4612854,22.6959019/@55.2311626,22.894362,9.29z/data=!4m2!4m1!3e0
"
1793,257,3,https://goo.gl/maps/dp6BooVHt2JwPND77,"https://www.google.com/maps/dir/55.4612854,22.6959019/55.7059571,21.2023177/@55.5786139,21.37627,9.29z/data=!4m2!4m1!3e0
"
1794,257,4,https://maps.app.goo.gl/fwYf1opt9z2DjgMF9,"https://www.google.com/maps/dir/55.6999844,21.207408/55.7322889,21.3758877/@55.7160974,21.236135,12.42z/data=!4m2!4m1!3e0
"
1795,257,5,https://goo.gl/maps/pgzg1G4XiUD6HowN6,"https://www.google.com/maps/dir/55.7326404,21.375474/55.626927,21.9715072/@55.721397,21.4876959,10.58z/data=!4m2!4m1!3e0
"
1796,257,6,https://goo.gl/maps/Yn1WCM9HsMaMgFjX9,"https://www.google.com/maps/dir/55.6183071,22.0007901/54.9590394,23.8647439/@55.2720734,22.3713959,9z/data=!4m2!4m1!3e0
"
1797,257,7,https://goo.gl/maps/doHqZTUVS84X3ke77,"https://www.google.com/maps/dir/54.9591799,23.8646773/54.6690557,25.1041496/@54.8418925,24.1492627,9.58z/data=!4m2!4m1!3e0
"
1798,258,1,https://goo.gl/maps/4CLHFtVS2P99nWmi7,"https://www.google.com/maps/dir/54.6578501,25.1428211/54.9349916,23.9662109/@54.7955162,24.2736541,10z/data=!4m2!4m1!3e0
"
1799,258,2,https://goo.gl/maps/HP6CJuwk7cHyLWC99,"https://www.google.com/maps/dir/54.9349916,23.9662109/56.0114698,21.1115337/@55.4410072,21.6286554,8.29z/data=!4m2!4m1!3e0
"
1800,258,3,https://goo.gl/maps/SH77EtbFF6TjswcM9,"https://www.google.com/maps/dir/56.0105954,21.111927/55.9192007,21.0779003/@55.959855,21.0263671,12z/data=!4m2!4m1!3e0
"
1801,258,4,https://goo.gl/maps/jt3F5MtuMPkAVLnM8,"https://www.google.com/maps/dir/55.9047447,21.1051897/55.7078943,21.2455552/@55.8112501,21.069674,11.29z/data=!4m2!4m1!3e0
"
1802,258,5,https://goo.gl/maps/LsG3QLn4sxq8ih5L9,"https://www.google.com/maps/dir/55.7078943,21.2455552/54.9593211,23.8646258/@55.4441188,21.514487,8.29z/data=!4m2!4m1!3e0
"
1803,258,6,https://goo.gl/maps/b5GMiFTs4yjHHEzn7,"https://www.google.com/maps/dir/54.9586407,23.8654585/54.9351533,23.9388121/@54.9469072,23.8675165,13z/data=!3m1!4b1!4m2!4m1!3e0
"
1804,258,7,https://goo.gl/maps/WtpXbbfAJMzGd2G99,"https://www.google.com/maps/dir/54.9315677,23.9947071/54.8168181,24.4331477/@54.8742009,24.0734424,11z/data=!4m2!4m1!3e0
"
1805,258,8,https://goo.gl/maps/mt2MuUQYoW4MZ99R6,"https://www.google.com/maps/dir/54.8168181,24.4331477/54.6396433,25.1930886/54.6690852,25.2689255/54.6677859,25.275267/54.6694495,25.2792333/@54.697444,24.6314416,10.29z/data=!4m2!4m1!3e0
"
1806,259,1,https://goo.gl/maps/3nZfvMcgSPaXWR169,"https://www.google.com/maps/dir/51.21462,2.926215/51.034107,3.636949/@51.1174313,2.9811277,10.25z/data=!4m6!4m5!1m1!4e1!1m1!4e1!3e0
"
1807,259,2,https://goo.gl/maps/uioRUoZeTV1UkHmq7,"https://www.google.com/maps/dir/51.034107,3.636949/''/52.1167277,5.1341715/52.1957271,5.8347867/@51.6445801,4.0807071,9z/data=!4m10!4m9!1m1!4e1!1m3!2m2!1d4.7355245!2d51.486008!1m0!1m0!3e0
"
1808,259,3,https://goo.gl/maps/aRXR3G33pYZEVfwd6,"https://www.google.com/maps/dir/52.1956979,5.8348369/52.2524939,6.4305024/@52.2245594,6.0277828,11z/data=!4m2!4m1!3e0
"
1809,259,4,https://goo.gl/maps/cYepv1ukvAE4g2xo9,"https://www.google.com/maps/dir/52.2554269,6.4379225/52.2336861,6.2001465/52.1795757,5.9852047/@52.215472,6.0678879,11z/data=!4m2!4m1!3e0
"
1810,259,5,https://goo.gl/maps/7bVVX6C9PkEq2Voa6,"https://www.google.com/maps/dir/52.1772535,5.9820111/52.105927,5.1149592/@52.1156704,5.2676213,10z/data=!4m2!4m1!3e0
"
1811,259,6,https://goo.gl/maps/Gy5YSEKUyhsGkJ369,"https://www.google.com/maps/dir/52.078682,5.1414487/52.0156784,5.1214384/@52.0471881,5.096885,13z/data=!3m1!4b1!4m2!4m1!3e0
"
1812,259,7,https://goo.gl/maps/M6pSCt7LhNYwQB2dA,"https://www.google.com/maps/dir/52.0156784,5.1214384/51.8721489,4.9634557/@51.9438565,4.9724049,12z/data=!3m1!4b1!4m2!4m1!3e0
"
1813,259,8,https://goo.gl/maps/uwj4z1uwXb1a2MdY7,"https://www.google.com/maps/dir/51.8721383,4.9634482/51.6459845,4.6890036/51.499808,4.7419207/@51.6856392,4.5338722,10z/data=!4m2!4m1!3e0
"
1814,259,9,https://goo.gl/maps/QxrGtfJG4nzvgi6h9,"https://www.google.com/maps/dir/51.49868,4.7407815/51.4859251,4.7351636/51.1851124,4.2904613/@51.3418123,4.3752895,11z/data=!3m1!4b1!4m2!4m1!3e0
"
1815,259,10,https://goo.gl/maps/5GdnZoH2J8FiQfrA8,"https://www.google.com/maps/dir/51.1851124,4.2904613/50.9736026,3.6149049/@51.0790117,3.6717816,10z/data=!3m1!4b1!4m2!4m1!3e0
"
1816,259,11,https://goo.gl/maps/QhxNCgKhpUad5v9t9,"https://www.google.com/maps/dir/50.9700163,3.6073159/51.070384,3.9170878/@51.0072968,3.6226207,11z/data=!4m2!4m1!3e0
"
1817,259,12,https://goo.gl/maps/vUkG1t6sno6a4VQ27,"https://www.google.com/maps/dir/51.071477,3.9216519/51.1877616,3.106861/@51.0997043,3.2335696,10z/data=!4m2!4m1!3e0
"
1818,259,13,https://goo.gl/maps/Qhmi5AjhUdVCL9Fz8,"https://www.google.com/maps/dir/51.1877616,3.106861/51.2153128,2.926432/@51.2024207,2.945282,12z/data=!4m2!4m1!3e0
"
1819,260,1,https://maps.app.goo.gl/mvBcWFej8X5pSXpv6,"https://www.google.com/maps/dir/54.6577168,25.1432106/54.7750309,24.8103616/@54.7097458,24.8782165,11.71z/data=!4m2!4m1!3e0
"
1820,260,2,https://goo.gl/maps/DUAL6Jo1wtQiPMWf9,"https://www.google.com/maps/dir/54.7744842,24.8106099/54.9322943,23.9958059/@54.8531636,24.1223364,10z/data=!4m2!4m1!3e0
"
1821,260,3,https://goo.gl/maps/cFjz8Gg7vHjUTDak9,"https://www.google.com/maps/dir/54.9349732,23.9662798/55.7015626,21.2071989/@55.2391894,22.0054324,8.75z/data=!4m2!4m1!3e0
"
1822,260,4,https://maps.app.goo.gl/fwYf1opt9z2DjgMF9,"https://www.google.com/maps/dir/55.6999844,21.207408/55.7322889,21.3758877/@55.7160974,21.236135,12.42z/data=!4m2!4m1!3e0
"
1823,260,5,https://goo.gl/maps/cSkV6XDaf8nyLbAb8,"https://www.google.com/maps/dir/55.7326505,21.3764862/54.9345826,23.9625514/@55.2749984,21.8506451,8.58z/data=!4m2!4m1!3e0
"
1824,260,6,https://goo.gl/maps/LEVYeLyAhEWy7Q3e9,"https://www.google.com/maps/dir/54.9345826,23.9625514/54.7894514,24.6754731/@54.8813782,24.0588759,10.29z/data=!4m2!4m1!3e0
"
1825,260,7,https://goo.gl/maps/Eu1tzWeQYDCqAx6M6,"https://www.google.com/maps/dir/54.7894514,24.6754731/54.670643,25.2029137/54.7104285,25.2560862/54.7457539,25.263602/54.7436913,25.2774021/@54.7359387,24.7738238,10.69z/data=!4m2!4m1!3e0
"
1826,261,1,https://goo.gl/maps/4CLHFtVS2P99nWmi7,"https://www.google.com/maps/dir/54.6578501,25.1428211/54.9349916,23.9662109/@54.7955162,24.2736541,10z/data=!4m2!4m1!3e0
"
1827,261,2,https://goo.gl/maps/tqAiLGWBXcSHpEjj6,"https://www.google.com/maps/dir/54.9349916,23.9662109/55.4845176,22.5874041/@55.19309,22.9007051,9.58z/data=!4m2!4m1!3e0
"
1828,261,3,https://goo.gl/maps/L2NMq77QpSAW11bh9,"https://www.google.com/maps/dir/55.4845176,22.5874041/55.6931076,21.1801595/@55.6099396,21.4931407,9.58z/data=!4m2!4m1!3e0
"
1829,261,4,https://goo.gl/maps/bqiSGWPfmnHrNGCG8,"https://www.google.com/maps/dir/55.7003629,21.2084035/55.4645813,22.6841826/@55.5980498,21.3858937,9z/data=!4m2!4m1!3e0
"
1830,261,5,https://goo.gl/maps/pSdLvobxt57BeBcT6,"https://www.google.com/maps/dir/55.4641172,22.6862024/54.9594709,23.8642626/@55.2118053,22.9953526,10z/data=!4m2!4m1!3e0
"
1831,261,6,https://goo.gl/maps/CBq4D8MfhUXGdjsb7,"https://www.google.com/maps/dir/54.9451311,23.8766313/55.4614583,22.6955805/55.7199217,21.1925822/@55.2369494,21.6055677,8.58z/data=!4m2!4m1!3e0
"
1832,261,7,https://goo.gl/maps/PWjuMbjLCeBdFL5a6,"https://www.google.com/maps/dir/55.7209186,21.1918251/55.9173139,21.0660716/@55.8444338,20.9994523,11z/data=!4m2!4m1!3e0
"
1833,261,8,https://maps.app.goo.gl/fSbS6K4V1jyP19pw9,"https://www.google.com/maps/dir/55.9050724,21.1053617/55.6992831,21.2007249/@55.8021415,21.0068312,11z/data=!3m1!4b1!4m2!4m1!3e0
"
1834,261,9,https://goo.gl/maps/xus2tJyCdidXafM19,"https://www.google.com/maps/dir/55.7003207,21.2082707/54.9597612,23.8649438/@55.3409866,21.4157021,8z/data=!3m1!4b1!4m2!4m1!3e0
"
1835,261,10,https://goo.gl/maps/yJmF2Re5FVRBfr5L6,"https://www.google.com/maps/dir/54.9584111,23.8659549/54.9342751,23.9659114/@54.9463421,23.8808488,13z/data=!3m1!4b1!4m2!4m1!3e0
"
1836,261,11,https://goo.gl/maps/aNmhBkXWbww9Rpbu5,"https://www.google.com/maps/dir/54.9342751,23.9659114/54.7649372,25.2061977/54.7440078,25.2775317/@54.7524691,24.3003978,9.87z/data=!4m2!4m1!3e0
"
1837,262,1,https://maps.app.goo.gl/mvBcWFej8X5pSXpv6,"https://www.google.com/maps/dir/54.6577168,25.1432106/54.7750309,24.8103616/@54.7097458,24.8782165,11.71z/data=!4m2!4m1!3e0
"
1838,262,2,https://goo.gl/maps/YaMHFpKncKKQ6rny9,"https://www.google.com/maps/dir/54.7745432,24.8103975/54.7905588,24.6685299/@54.7825523,24.7043332,13z/data=!4m2!4m1!3e0
"
1839,262,3,https://goo.gl/maps/L7NWNASMfN9KA41b7,"https://www.google.com/maps/dir/54.7904595,24.6675355/54.9333271,23.9814071/@54.847174,24.1492878,10.58z/data=!4m2!4m1!3e0
"
1840,262,4,https://goo.gl/maps/dTMuFqvcRQVDktPa9,"https://www.google.com/maps/dir/54.9349473,23.9664045/55.4612854,22.6959019/@55.2311626,22.894362,9.29z/data=!4m2!4m1!3e0
"
1841,262,5,https://goo.gl/maps/XrjhVpJpjpu9HLsQ7,"https://www.google.com/maps/dir/55.461127,22.6955917/55.5593471,22.2236969/@55.5101521,22.3192145,11z/data=!3m1!4b1!4m2!4m1!3e0
"
1842,262,6,https://goo.gl/maps/wyZ7GPKB6pMyBgY16,"https://www.google.com/maps/dir/55.5600003,22.2172529/55.6254192,21.9792879/@55.5927755,22.0284562,12z/data=!3m1!4b1!4m2!4m1!3e0
"
1843,262,7,https://goo.gl/maps/1ddmR7Hk8FEZ9yDs8,"https://www.google.com/maps/dir/55.6271339,21.9729434/55.7013355,21.2057525/@55.6501205,21.3513245,10.29z/data=!4m2!4m1!3e0
"
1844,262,8,https://goo.gl/maps/9fT4EU9pMWx8JRXe8,"https://www.google.com/maps/dir/55.7071941,21.2398496/55.7165229,21.309034/55.7324531,21.3815972/''/55.1388369,23.7238859/@55.6128492,21.6295251,8.58z/data=!4m10!4m9!1m0!1m0!1m0!1m3!2m2!1d22.1776162!2d55.568844!1m0!3e0
"
1845,262,9,https://maps.app.goo.gl/RWpXE6u8nXy24bBV9,"https://www.google.com/maps/dir/55.141655,23.7197322/55.4614334,22.6956734/@55.2736699,22.9571199,10.17z/data=!4m2!4m1!3e0
"
