,trip,ride,short,long
37,77,20,https://goo.gl/maps/cPMo3q9CJwutuXzV6,"https://www.google.com/maps/dir/41.7366555,-7.4646593/41.8108573,-7.4222806/41.8826293,-7.4390248/@41.8090552,-7.4802926,12.25z/data=!4m10!4m9!1m5!3m4!1m2!1d-7.421916!2d41.8105458!3s0xd3ae797484ae6c5:0xd071f75365867cc4!1m0!1m0!3e0
"
38,77,21,https://goo.gl/maps/UZBNwjNnqjcV1Pfc7,"https://www.google.com/maps/dir/41.8826293,-7.4390248/41.9112417,-7.4429865/@41.8980219,-7.4499987,14.5z/data=!4m2!4m1!3e0
"
39,77,22,https://goo.gl/maps/w6aG9bqQLYxLmYNn8,"https://www.google.com/maps/dir/41.9119904,-7.4423951/42.0369733,-7.0260935/@41.9900029,-7.3299308,11.5z/data=!4m2!4m1!3e0
"
40,77,23,https://goo.gl/maps/T5JrKcASR1Zs2QNZ7,"https://www.google.com/maps/dir/42.0389629,-7.0092605/42.0206414,-5.8522845/@42.0328857,-6.7106371,10z/data=!4m2!4m1!3e0
"
41,77,24,https://goo.gl/maps/JnteS63HGn6q1Lnn9,"https://www.google.com/maps/dir/42.0206414,-5.8522845/41.981692,-4.4312025/42.0104478,-4.5294444/@41.9359151,-5.5104878,9.75z/data=!4m2!4m1!3e0
"
42,77,25,https://goo.gl/maps/M5tKM8xifWMKo8FU6,"https://www.google.com/maps/dir/42.0076732,-4.5262702/41.9811721,-4.4346005/@41.9899223,-4.5001403,13.75z/data=!4m2!4m1!3e0
"
43,77,26,https://goo.gl/maps/SJ93nSpTw3XVkeR47,"https://www.google.com/maps/dir/41.9811721,-4.4346005/42.0775461,-4.2110262/@42.0333243,-4.401071,12.25z/data=!4m2!4m1!3e0
"
44,77,27,https://goo.gl/maps/1yQ5491Bg1i8Qfdt9,"https://www.google.com/maps/dir/42.0775461,-4.2110262/43.3164455,-1.8516058/@42.8746055,-3.9602162,8.58z/data=!4m9!4m8!1m5!3m4!1m2!1d-2.9030542!2d42.5579516!3s0xd4f88f0b37ed99f:0x1d87a8342bba926d!1m0!3e0
"
45,77,28,https://goo.gl/maps/rugAUVTGm3gbuiXM6,"https://www.google.com/maps/dir/43.3163242,-1.8527576/43.3430677,-1.7573955/@43.3349107,-1.8244703,13.79z/data=!4m2!4m1!3e0
"
46,77,29,https://goo.gl/maps/XrYNhpb1FngQv7r97,"https://www.google.com/maps/dir/43.3430677,-1.7573955/''/47.1652677,0.6311191/@45.2869093,-2.889935,7.5z/data=!4m8!4m7!1m0!1m3!2m2!1d-1.7525581!2d43.3397419!1m0!3e0
"
47,77,30,https://goo.gl/maps/DMNrtNWZEjMgTYer7,"https://www.google.com/maps/dir/47.1652677,0.6311191/48.7152973,2.2998561/@47.9643912,0.7920142,8.75z/data=!4m2!4m1!3e0
"
48,77,31,https://goo.gl/maps/qAYFRXewTBTrxRwQ8,"https://www.google.com/maps/dir/48.7225499,2.2995677/48.7779814,2.4407216/@48.7504134,2.3351647,13z/data=!4m2!4m1!3e0
"
49,77,32,https://goo.gl/maps/qTkenyBHeJiL8yL97,"https://www.google.com/maps/dir/48.7779814,2.4407216/48.8288109,2.7417762/@48.807385,2.5212182,12z/data=!4m2!4m1!3e0
"
50,77,33,https://goo.gl/maps/wF3jCZpaRnJZNTAd7,"https://www.google.com/maps/dir/48.8288109,2.7417762/49.1202935,4.2429187/@49.0390639,3.1154489,9.5z/data=!4m2!4m1!3e0
"
51,77,34,https://goo.gl/maps/HJycy6ro1sA3BBh56,"https://www.google.com/maps/dir/49.1202935,4.2429187/49.1187607,5.5083274/@49.0743283,4.5956002,10z/data=!4m2!4m1!3e0
"
52,77,35,https://goo.gl/maps/zWQ6ZChYA6Lce2bQ9,"https://www.google.com/maps/dir/49.1187607,5.5083274/49.1791345,6.0536198/@49.1500161,5.6602432,11.25z/data=!4m2!4m1!3e0
"
53,77,36,https://goo.gl/maps/fwsN8CqGnaqGKTzLA,"https://www.google.com/maps/dir/49.1791345,6.0536198/''/49.5987279,6.1251129/@49.3898936,5.8395152,10z/data=!4m13!4m12!1m0!1m8!2m2!1d6.1214983!2d49.4725653!3m4!1m2!1d6.006568!2d49.5186859!3s0x4795359f24f5ed01:0x133493bde915a946!1m0!3e0
"
59,111,10,http://goo.gl/maps/1ZRgZ,"https://www.google.com/maps/dir/45.7365461,4.4694786/45.6819694,4.1549313/@45.7250725,4.2592011,11z/data=!4m9!4m8!1m5!3m4!1m2!1d4.430237!2d45.7355651!3s0x47f45bfa420a1e2b:0x808d03b88bced9e5!1m0!3e0
"
67,121,7,https://goo.gl/maps/rZHJfwMyjgF5yDeS9,"https://www.google.com/maps/dir/49.6901307,6.8993867/50.0995474,6.8655422/49.7331412,6.5018718/49.5991841,6.1327749/@49.8388761,6.3727905,10.16z/data=!4m2!4m1!3e0
"
68,121,9,https://goo.gl/maps/TP8Kq5wM3zsjsNdf6,"https://www.google.com/maps/dir/50.8798677,4.2524571/50.8570163,4.4250107/@50.8590703,4.3022861,12.75z/data=!4m2!4m1!3e0
"
69,121,10,https://goo.gl/maps/SC9sMLga7NXJufwU9,"https://www.google.com/maps/dir/50.8570163,4.4250107/50.856351,4.6412441/@50.8581218,4.4754922,12.5z/data=!4m2!4m1!3e0
"
70,121,19,https://goo.gl/maps/ugtXbxeAAxVfS6e69,"https://www.google.com/maps/dir/51.4686591,7.5958732/''/50.6546967,5.7107455/@51.0594848,6.1694757,9.25z/data=!4m8!4m7!1m0!1m3!2m2!1d6.1201572!2d50.7183083!1m0!3e0
"
71,121,20,https://goo.gl/maps/FdMbMH47YiQKD6Zx7,"https://www.google.com/maps/dir/50.6546967,5.7107455/50.8463567,4.3591507/@50.7192136,4.7688751,10z/data=!4m2!4m1!3e0
"
80,126,1,https://goo.gl/maps/SdaAH6X86E5e6Xr57,"https://www.google.com/maps/dir/54.7633666,25.0807045/54.6594934,25.1609945/@54.7103389,25.0738779,12.5z/data=!4m14!4m13!1m10!3m4!1m2!1d25.2196973!2d54.6991!3s0x46dd93c4783f7fe5:0x382ceda832f15f3c!3m4!1m2!1d25.2137803!2d54.6905351!3s0x46dd93bf15e4211f:0x4563588bd8a855be!1m0!3e0
"
81,126,2,https://goo.gl/maps/Ci7jMQfrtXN4wpcd7,"https://www.google.com/maps/dir/54.6574756,25.1439151/54.9274512,24.0502193/@54.7284494,24.4212626,10z/data=!4m2!4m1!3e0
"
82,126,3,https://goo.gl/maps/GRddgpuioygDWFWGA,"https://www.google.com/maps/dir/54.9276511,24.0473802/54.9334107,23.9814407/@54.9305988,23.9960635,14z/data=!4m2!4m1!3e0
"
83,126,4,https://goo.gl/maps/6aQ9px8iXUaumqo57,"https://www.google.com/maps/dir/54.9349821,23.9661512/54.9355866,23.8705848/@54.9315575,23.8969054,13.5z/data=!4m2!4m1!3e0
"
84,126,5,https://goo.gl/maps/4eFX4gVAy8NziB1X9,"https://www.google.com/maps/dir/54.935453,23.8704452/54.5754294,23.3002389/@54.7616541,23.4134227,10.75z/data=!4m2!4m1!3e0
"
85,126,6,https://goo.gl/maps/ezRRK3kktw18fcgi7,"https://www.google.com/maps/dir/54.5714813,23.2953087/54.4556434,23.2010775/@54.5168124,23.1970034,12.25z/data=!4m2!4m1!3e0
"
86,126,7,https://goo.gl/maps/e2tVCu3i3cGiEbH88,"https://www.google.com/maps/dir/54.4556434,23.2010775/54.2209281,23.5091502/@54.3424854,23.257346,11.25z/data=!4m14!4m13!1m10!3m4!1m2!1d23.211328!2d54.4163534!3s0x46e1273d114a64ef:0x4af8fa3ca9c25c72!3m4!1m2!1d23.5347094!2d54.2308074!3s0x46e0e9e38638d77b:0x57caa4bc13135bef!1m0!3e0
"
87,126,8,https://goo.gl/maps/ZNaHxz8uYFfa5BeW8,"https://www.google.com/maps/dir/54.2046332,23.4886495/''/53.1088633,23.1836614/52.076084,20.2362991/@53.1350519,20.7400763,8z/data=!4m19!4m18!1m0!1m8!2m2!1d23.4753531!2d54.163428!3m4!1m2!1d23.1586114!2d53.1412158!3s0x471ffc177519e3e5:0x64dba1732a4995ec!1m5!3m4!1m2!1d23.117702!2d53.1380342!3s0x471ffc7a66d6b997:0xe4d9baf5c6555745!1m0!3e0
"
88,126,9,https://goo.gl/maps/vwCeVnruygzGaBcL8,"https://www.google.com/maps/dir/52.076084,20.2362991/52.1524496,18.2780894/@52.0203067,18.6966454,9z/data=!3m1!4b1!4m2!4m1!3e0
"
89,126,10,https://goo.gl/maps/c3d4XjEv1nAJ1Fw67,"https://www.google.com/maps/dir/52.1524496,18.2780894/52.3291836,17.092382/@52.2409055,17.4045601,10z/data=!3m1!4b1!4m2!4m1!3e0
"
90,126,11,https://goo.gl/maps/RUf5pSgtDQyEfuDj6,"https://www.google.com/maps/dir/52.3291836,17.092382/52.3155946,14.5777131/51.4686269,7.5958075/@51.9319995,10.1015352,7z/data=!3m1!4b1!4m2!4m1!3e0
"
91,126,12,https://goo.gl/maps/tgaqa5YyRStWFyEYA,"https://www.google.com/maps/dir/51.4686351,7.5958243/51.1587408,7.2282455/@51.3096799,7.3067651,11z/data=!4m2!4m1!3e0
"
92,126,13,https://goo.gl/maps/fGCQfAfX92sHG8hF8,"https://www.google.com/maps/dir/51.1586384,7.2281238/50.838437,7.2086788/''/50.6580298,5.9860241/51.2189003,4.4219943/@51.032073,5.150654,8.75z/data=!4m15!4m14!1m0!1m5!3m4!1m2!1d7.1991666!2d50.8691688!3s0x47bedc05f3cca0db:0xad916e365dccb499!1m3!2m2!1d6.1201572!2d50.7183083!1m0!1m0!3e0
"
93,126,14,https://maps.app.goo.gl/Fd6v7ApgreuBJKyz7,"https://www.google.com/maps/dir/51.214617,2.926223/51.185452,3.107327/@51.1991294,2.9675465,12.75z/data=!4m6!4m5!1m1!4e1!1m1!4e1!3e0
"
94,126,15,https://goo.gl/maps/wHtMdANHP9Da9Qsw7,"https://www.google.com/maps/dir/51.1852835,3.1061637/51.0335694,3.6373785/@51.0582663,3.2318686,11.25z/data=!4m2!4m1!3e0
"
95,126,16,https://goo.gl/maps/3HPtrFxBrs38NLLj9,"https://www.google.com/maps/dir/51.0336566,3.6370835/50.8800717,4.2530656/@50.940188,3.7978953,11z/data=!4m2!4m1!3e0
"
96,126,17,https://goo.gl/maps/g6vexFfdNC7zXJSg7,"https://www.google.com/maps/dir/50.8800717,4.2530656/50.8814108,4.3737503/@50.8903751,4.2836876,13.25z/data=!4m2!4m1!3e0
"
97,126,18,https://goo.gl/maps/8sGK3x3HnuHZR96g7,"https://www.google.com/maps/dir/50.8423975,4.3863662/50.9210767,4.4447699/@50.8845415,4.3802311,13z/data=!4m9!4m8!1m5!3m4!1m2!1d4.4670247!2d50.8719857!3s0x47c3dc596c599213:0x7b6c20e74db79412!1m0!3e0
"
98,126,19,https://goo.gl/maps/fnRVoq9zfsCkgXWdA,"https://www.google.com/maps/dir/50.9213988,4.4429746/50.8937849,4.4714214/@50.9058253,4.4317662,14z/data=!3m1!4b1!4m2!4m1!3e0
"
99,126,20,https://goo.gl/maps/VvBPqxwt3w4U1Jvk7,"https://www.google.com/maps/dir/50.8937849,4.4714214/50.8522522,4.6585198/@50.8809192,4.4838588,13.79z/data=!4m3!4m2!3e0!5i1
"
100,126,21,https://goo.gl/maps/YpfYHBaRzEjGBzs18,"https://www.google.com/maps/dir/50.8522522,4.6585198/50.7056085,5.2502708/@50.7766397,4.8138416,11z/data=!3m1!4b1!4m2!4m1!3e0
"
101,126,22,https://goo.gl/maps/tHHtH5NaGmyiAQVz6,"https://www.google.com/maps/dir/50.7060318,5.2498764/50.6546118,5.7092505/@50.6739949,5.3791388,11.5z/data=!4m2!4m1!3e0
"
102,126,23,https://goo.gl/maps/G651gLNuWKZsX19A6,"https://www.google.com/maps/dir/50.6545258,5.7093684/50.7182498,6.1206025/50.9285909,6.7755553/@50.7701054,6.0079293,10.25z/data=!4m2!4m1!3e0
"
103,126,24,https://goo.gl/maps/i6epeGz1h8MHexyQ7,"https://www.google.com/maps/dir/50.9285887,6.7755315/52.2252244,9.2293892/@51.5749366,7.3726359,9z/data=!4m3!4m2!3e0!5i1
"
104,126,25,https://goo.gl/maps/aRGapxbjmtx3pVJH8,"https://www.google.com/maps/dir/52.226159,9.2303527/52.3029048,13.014002/@52.0082592,10.3812273,8.25z/data=!4m2!4m1!3e0
"
105,126,26,https://goo.gl/maps/PDg25UKLCReUSkXe7,"https://www.google.com/maps/dir/52.3026506,13.0137641/''/52.3867609,16.4753778/@52.1795033,13.9084595,8.5z/data=!4m8!4m7!1m0!1m3!2m2!1d14.5776558!2d52.3154576!1m0!3e0
"
106,126,27,https://goo.gl/maps/UQJs8nFKjcv1WfD88,"https://www.google.com/maps/dir/52.3865041,16.4753696/53.1503162,23.0488826/@52.4887894,18.382927,7.5z/data=!4m2!4m1!3e0
"
107,126,28,https://goo.gl/maps/6VnoMsefPrLej5Aa8,"https://www.google.com/maps/dir/53.1493962,23.0606459/''/54.5568005,23.3630671/@53.8517902,22.8205569,8.75z/data=!4m8!4m7!1m0!1m3!2m2!1d23.4730089!2d54.1585266!1m0!3e0
"
108,126,29,https://goo.gl/maps/YnToHYA99d2hovnr9,"https://www.google.com/maps/dir/54.5821026,23.3778582/54.7082047,23.6299156/@54.6477158,23.4283039,11.96z/data=!4m2!4m1!3e0
"
109,126,30,https://goo.gl/maps/7y2tDyCrJ5MhqCPM8,"https://www.google.com/maps/dir/54.7082047,23.6299156/54.9342732,23.9660948/@54.8240661,23.6579232,11z/data=!4m19!4m18!1m15!3m4!1m2!1d23.8734743!2d54.9358205!3s0x46e71f3f382569e7:0x9b3d0f3a165f29f7!3m4!1m2!1d23.8705994!2d54.9355429!3s0x46e71f3f6c97f8cb:0x2f05a9b6d768dc1a!3m4!1m2!1d23.8670195!2d54.9349367!3s0x46e71f3ff17d0093:0x4c444ba7f59b08b5!1m0!3e0
"
110,126,31,https://goo.gl/maps/r2bZyw3bvDck3GGv6,"https://www.google.com/maps/dir/54.9342732,23.9660948/54.6981396,25.2626045/@54.7867023,24.3341285,10z/data=!4m14!4m13!1m10!3m4!1m2!1d25.2106078!2d54.6464314!3s0x46dd935e26ca96ff:0x800c646153780d42!3m4!1m2!1d25.2199622!2d54.6958221!3s0x46dd93c172b5e625:0x35580bb6c56186e6!1m0!3e0
"
128,132,17,https://goo.gl/maps/zZ6qL11ciDT1e8sPA,"https://www.google.com/maps/dir/52.301868,13.020272/51.46819,7.595299/@51.9022896,8.309235,7.75z/data=!4m6!4m5!1m1!4e1!1m1!4e1!3e0
"
165,142,1,https://goo.gl/maps/9DEWF9fBLGvoqpm2A,"https://www.google.com/maps/dir/54.6577203,25.1432003/54.9354779,23.8704878/@54.8790609,24.1505604,9.77z/data=!4m2!4m1!3e0
"
166,142,2,http://goo.gl/maps/lZS7W,"https://www.google.com/maps/dir/54.9354779,23.8704878/''/''/52.3019868,13.0192974/@53.7608814,15.5444416,6.75z/data=!4m22!4m21!1m0!1m13!2m2!1d23.1198692!2d54.3086121!3m4!1m2!1d22.9347614!2d54.0630532!3s0x46e101e5e0780f37:0xede3f7b618b722a2!3m4!1m2!1d21.8988711!2d52.9762132!3s0x471e4c388ab93741:0xaa434fc6ee076404!1m3!2m2!1d14.5774841!2d52.315615!1m0!3e0
"
167,142,3,https://goo.gl/maps/UbptF3NjnhSkqHoKA,"https://www.google.com/maps/dir/52.3021333,13.020055/52.3879586,9.9977979/@52.1184417,10.9501843,9z/data=!4m2!4m1!3e0
"
168,142,4,https://goo.gl/maps/x8cqARbcf3FhwhFr6,"https://www.google.com/maps/dir/52.387939,9.9979056/52.2236325,9.2231545/@52.3011943,9.3875165,10.5z/data=!4m2!4m1!3e0
"
169,142,5,https://goo.gl/maps/RUHK7Xa7Qppmxs9z7,"https://www.google.com/maps/dir/52.2235993,9.2230802/51.6327263,7.8763906/@51.9116992,8.2326983,9.75z/data=!4m2!4m1!3e0
"
170,142,6,https://goo.gl/maps/QxvJZ9TPDGdgzmpx7,"https://www.google.com/maps/dir/51.6327016,7.8763467/51.1587526,7.2282591/@51.3992228,7.4113813,10.5z/data=!4m2!4m1!3e0
"
171,142,7,https://goo.gl/maps/TzT4skibavJbPRsU6,"https://www.google.com/maps/dir/51.1587863,7.2282943/50.8180118,6.21577/@50.9731069,6.5125503,10.12z/data=!4m2!4m1!3e0
"
172,142,8,https://goo.gl/maps/ai1KVsShjcixe67x7,"https://www.google.com/maps/dir/50.8180654,6.2158758/''/''/51.2295005,4.4432398/@50.9658467,4.906095,9.5z/data=!4m12!4m11!1m0!1m3!2m2!1d6.0249281!2d50.8187066!1m3!2m2!1d5.7540035!2d50.9584267!1m0!3e0
"
173,142,9,https://goo.gl/maps/eaCLQ9i4QLvkGmBN8,"https://www.google.com/maps/dir/51.2283402,4.4419862/51.0714529,3.9212453/@51.1359289,4.0869719,11.25z/data=!4m2!4m1!3e0
"
174,142,10,https://goo.gl/maps/mdxeSnepSrqSY1K66,"https://www.google.com/maps/dir/51.0714338,3.9210471/51.2177201,2.9247128/@51.1411364,3.1721651,10.25z/data=!4m2!4m1!3e0
"
175,142,11,https://maps.app.goo.gl/Fd6v7ApgreuBJKyz7,"https://www.google.com/maps/dir/51.214617,2.926223/51.185452,3.107327/@51.1991294,2.9675465,12.75z/data=!4m6!4m5!1m1!4e1!1m1!4e1!3e0
"
176,142,12,https://goo.gl/maps/wHtMdANHP9Da9Qsw7,"https://www.google.com/maps/dir/51.1852835,3.1061637/51.0335694,3.6373785/@51.0582663,3.2318686,11.25z/data=!4m2!4m1!3e0
"
177,142,13,https://goo.gl/maps/3HPtrFxBrs38NLLj9,"https://www.google.com/maps/dir/51.0336566,3.6370835/50.8800717,4.2530656/@50.940188,3.7978953,11z/data=!4m2!4m1!3e0
"
178,142,14,https://goo.gl/maps/6etWMMcoK6RqFDns5,"https://www.google.com/maps/dir/50.8797071,4.2528075/50.8503685,4.351639/@50.8658528,4.2711896,13.5z/data=!4m2!4m1!3e0
"
179,142,15,https://goo.gl/maps/con2khLAxV2uJew49,"https://www.google.com/maps/dir/50.8422643,4.3862893/50.8522292,4.6586112/@50.8558763,4.4521436,12z/data=!4m2!4m1!3e0
"
180,142,16,Texaco,"https://www.google.com/maps/dir/50.8522522,4.6585198/50.7056085,5.2502708/@50.7766397,4.8138416,11z/data=!3m1!4b1!4m2!4m1!3e0
"
181,142,17,https://goo.gl/maps/SKRQSSMo7LEWJrD36,"https://www.google.com/maps/dir/50.7060331,5.2499156/50.6544681,5.7094474/@50.6741734,5.3874456,11.5z/data=!4m2!4m1!3e0
"
182,142,18,https://goo.gl/maps/G651gLNuWKZsX19A6,"https://www.google.com/maps/dir/50.6545258,5.7093684/50.7182498,6.1206025/50.9285909,6.7755553/@50.7701054,6.0079293,10.25z/data=!4m2!4m1!3e0
"
183,142,19,https://goo.gl/maps/UgeQNBCc24FzQoLh6,"https://www.google.com/maps/dir/50.9285882,6.7755266/''/52.324114,14.6529835/@51.5842512,8.8290485,7.25z/data=!4m18!4m17!1m10!3m4!1m2!1d9.564263!2d52.4215734!3s0x47b070bf9537d419:0x5084452f945bffe0!3m4!1m2!1d9.5663814!2d52.4211625!3s0x47b070c072770adf:0x86a33326f8605032!1m3!2m2!1d14.5776987!2d52.3154838!1m0!3e0
"
184,142,20,https://goo.gl/maps/576fUQghVYZZGbat6,"https://www.google.com/maps/dir/52.324114,14.6529835/51.8979151,19.7052963/@52.1356698,16.054728,8z/data=!4m2!4m1!3e0
"
185,142,21,https://goo.gl/maps/V5U64GBdbU9xS69s6,"https://www.google.com/maps/dir/51.8979151,19.7052963/52.9790315,22.2300159/@52.3097697,20.3165916,8.87z/data=!4m2!4m1!3e0
"
186,142,22,https://goo.gl/maps/91NAZaHcyYDC4hKs8,"https://www.google.com/maps/dir/52.9741613,22.2201651/53.1686685,22.0855085/@53.0718807,22.0488633,11.25z/data=!4m2!4m1!3e0
"
187,142,23,https://goo.gl/maps/2zvPjDpPYRWU6pXR9,"https://www.google.com/maps/dir/53.1805195,22.0769466/54.1120416,22.9312056/@53.6698654,21.97211,9.25z/data=!4m9!4m8!1m5!3m4!1m2!1d22.9506679!2d53.9865714!3s0x46e0558269678bb7:0xaf3f275fe974c267!1m0!3e0
"
188,142,24,https://goo.gl/maps/UXvuqQ7L3PLsVw8e6,"https://www.google.com/maps/dir/54.126597,22.9461662/''/54.6337114,23.4369661/@54.3800495,22.9106988,10z/data=!4m8!4m7!1m0!1m3!2m2!1d23.120513!2d54.3088124!1m0!3e0
"
189,142,25,https://goo.gl/maps/k2MJZMYwBYEs33jd6,"https://www.google.com/maps/dir/54.6337114,23.4369661/54.9364939,23.8984728/@54.7867761,23.5274881,11z/data=!4m2!4m1!3e0
"
190,142,26,https://goo.gl/maps/QwE78nyNxSRm6SFeA,"https://www.google.com/maps/dir/54.934048,23.9654979/54.65902,25.1603591/@54.7940005,24.2820944,10z/data=!4m2!4m1!3e0
"
191,143,1,http://goo.gl/maps/HMrM2,"https://www.google.com/maps/dir/54.7633666,25.0807045/54.6594934,25.1609945/@54.7147509,25.0914701,12.25z/data=!4m2!4m1!3e0
"
192,143,2,https://goo.gl/maps/Qwwh9aQCw28oYnGdA,"https://www.google.com/maps/dir/54.6577106,25.1432287/54.7750355,24.8103528/@54.7164519,24.9065796,12z/data=!4m2!4m1!3e0
"
193,143,3,https://goo.gl/maps/QX9F6SooER2XB9Lr9,"https://www.google.com/maps/dir/54.7750355,24.8103528/54.9380154,23.8911678/@54.7941539,24.153981,10.5z/data=!4m2!4m1!3e0
"
194,143,4,https://goo.gl/maps/N9rCuJtkYsYGAhsz7,"https://www.google.com/maps/dir/54.9355579,23.8706251/54.6345139,23.4363547/@54.784828,23.5130155,11z/data=!4m2!4m1!3e0
"
195,143,5,https://goo.gl/maps/6hdsQiiCK9sMC2xF9,"https://www.google.com/maps/dir/54.6345139,23.4363547/54.5828684,23.3778277/@54.609038,23.3769707,13.52z/data=!4m2!4m1!3e0
"
196,143,6,https://goo.gl/maps/9yWiXyo36qBt75N46,"https://www.google.com/maps/dir/54.5832295,23.3441471/54.3592044,23.1826666/@54.4638821,23.162848,11.25z/data=!4m2!4m1!3e0
"
197,143,7,https://goo.gl/maps/Zcco9obGWj2Qgyt29,"https://www.google.com/maps/dir/54.3591987,23.1826626/''/52.3080176,21.0820174/@53.3706989,21.1063336,8.21z/data=!4m23!4m22!1m0!1m18!2m2!1d23.1198826!2d54.3086121!3m4!1m2!1d22.9440692!2d54.0927499!3s0x46e102170d4d01c5:0xddb62afb22659c3a!3m4!1m2!1d22.9535008!2d53.9712824!3s0x46e0558269678bb7:0xaf3f275fe974c266!3m4!1m2!1d21.9360361!2d53.0048921!3s0x471e4b901ae676b7:0x51d2bb04c9cab40!1m0!3e0
"
198,143,8,https://goo.gl/maps/xeMuE7eCUUnFVkgA7,"https://www.google.com/maps/dir/52.3080148,21.0821753/52.1558033,20.6874758/@52.2451822,20.7741437,11.5z/data=!4m2!4m1!3e0
"
199,143,9,https://goo.gl/maps/w2LqZmai1EFgXbET6,"https://www.google.com/maps/dir/52.1558033,20.6874758/52.32919,17.0923563/@52.1929275,18.0466855,8.5z/data=!4m2!4m1!3e0
"
200,143,10,https://goo.gl/maps/1QDs9tB2Zx5R8YcL7,"https://www.google.com/maps/dir/52.32919,17.0923563/''/''/50.6546281,5.7108409/@51.1047768,9.0988724,6.99z/data=!4m12!4m11!1m0!1m3!2m2!1d14.5776987!2d52.3155888!1m3!2m2!1d6.1201572!2d50.7183083!1m0!3e0
"
201,143,11,https://goo.gl/maps/nELYB6FNgNDftEvLA,"https://www.google.com/maps/dir/50.6546281,5.7108409/50.8163938,4.3721995/@50.7613581,4.7606549,10z/data=!4m2!4m1!3e0
"
202,143,12,https://maps.app.goo.gl/Fd6v7ApgreuBJKyz7,"https://www.google.com/maps/dir/51.214617,2.926223/51.185452,3.107327/@51.1991294,2.9675465,12.75z/data=!4m6!4m5!1m1!4e1!1m1!4e1!3e0
"
203,143,13,https://goo.gl/maps/wHtMdANHP9Da9Qsw7,"https://www.google.com/maps/dir/51.1852835,3.1061637/51.0335694,3.6373785/@51.0582663,3.2318686,11.25z/data=!4m2!4m1!3e0
"
204,143,14,https://goo.gl/maps/Y2MXXG6F3s2i92t88,"https://www.google.com/maps/dir/51.0336903,3.6375857/51.1834458,4.2887116/@51.091497,3.8106939,11z/data=!4m2!4m1!3e0
"
205,143,15,https://goo.gl/maps/Jjpq8NTcS2MFvZ767,"https://www.google.com/maps/dir/51.1834458,4.2887116/51.3188793,5.2090834/51.8564311,5.7508557/@51.5419147,4.6033759,9.5z/data=!4m10!4m9!1m0!1m5!3m4!1m2!1d5.772495!2d51.8298775!3s0x47c706f8749f258f:0x64577bf53dd95ee2!1m0!3e0
"
206,143,16,https://goo.gl/maps/JnVPHTJioTvN9iyw7,"https://www.google.com/maps/dir/52.1131278,5.1747692/52.1632693,5.5337109/@52.1215116,5.2547158,11.5z/data=!4m9!4m8!1m5!3m4!1m2!1d5.1791424!2d52.1152441!3s0x47c668e350b4720f:0xfda4d693b80d31ff!1m0!3e0
"
207,143,17,https://goo.gl/maps/TXLtxWavMvrYvUye7,"https://www.google.com/maps/dir/52.1632693,5.5337109/52.2090983,6.097742/@52.1565728,5.6753007,11z/data=!4m2!4m1!3e0
"
208,143,18,https://goo.gl/maps/Ny4ojdYgCiS3PMpz9,"https://www.google.com/maps/dir/52.2091545,6.0973743/52.252498,6.4305218/@52.2260376,6.1937404,12z/data=!4m2!4m1!3e0
"
209,143,19,https://goo.gl/maps/7MPDFkH6WU7qtXZDA,"https://www.google.com/maps/dir/52.252498,6.4305218/''/52.2604803,7.8472865/@52.2262873,6.7473732,9.75z/data=!4m8!4m7!1m0!1m3!2m2!1d7.0434433!2d52.3135965!1m0!3e0
"
210,143,20,https://goo.gl/maps/P3bMByjUax823My47,"https://www.google.com/maps/dir/52.2604803,7.8472865/52.1961552,8.384365/@52.2045521,8.013853,11.25z/data=!4m2!4m1!3e0
"
211,143,21,https://goo.gl/maps/v2YZBxumKneEU1eG9,"https://www.google.com/maps/dir/52.1961552,8.384365/52.2254072,9.2296625/@52.1853169,8.5978912,10.5z/data=!4m9!4m8!1m5!3m4!1m2!1d8.7806661!2d52.2065099!3s0x47ba72aabf9d03ef:0x1f2a8c7df0f93adc!1m0!3e0
"
212,143,22,https://goo.gl/maps/Me2C7n2KQKkXWsGH9,"https://www.google.com/maps/dir/52.2254072,9.2296625/52.2498082,12.3070852/@52.1127162,10.1264235,8.75z/data=!4m2!4m1!3e0
"
213,143,23,https://goo.gl/maps/aP6J5uUnaa9UU3js9,"https://www.google.com/maps/dir/52.2498082,12.3070852/''/52.3865125,16.4752835/@52.2877025,13.4129544,8.25z/data=!4m8!4m7!1m0!1m3!2m2!1d14.5776987!2d52.3154838!1m0!3e0
"
214,143,24,https://goo.gl/maps/oHeZe3d4xE5EgEZeA,"https://www.google.com/maps/dir/52.3865125,16.4752835/51.9445379,19.1756267/@51.9634083,17.1949742,8.75z/data=!4m2!4m1!3e0
"
215,143,25,http://goo.gl/maps/xGHuY,"https://www.google.com/maps/dir/54.3568321,23.1808324/''/51.9452938,19.1762939/@53.1191552,20.0547581,8z/data=!4m18!4m17!1m0!1m13!2m2!1d23.1198692!2d54.3086121!3m4!1m2!1d22.9411583!2d54.0967304!3s0x46e1023de24e7b97:0xc53bc594798eeb24!3m4!1m2!1d21.9048729!2d52.9859984!3s0x471e4c1561f53231:0xc2c485c7523d6a37!1m0!3e0
"
216,143,26,https://goo.gl/maps/7XWvuZbQn9bS7hCv9,"https://www.google.com/maps/dir/54.3566977,23.181612/54.9385735,23.8840115/@54.6419107,23.3157391,10z/data=!4m2!4m1!3e0
"
